INPUT_TABLE
Variable ID
tranSubsector_absolute-cost-logit

region,supplysector,tranSubsector,logit.type
Colombia,trn_pass,Passenger Rail,absolute-cost-logit
Colombia,trn_pass,Walk,absolute-cost-logit
Colombia,trn_pass_road,Bus,absolute-cost-logit
Colombia,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Colombia,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
Colombia,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Colombia,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Colombia,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Colombia,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
Colombia,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
Colombia,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Colombia,trn_shipping_intl,International Ship,absolute-cost-logit
Colombia,trn_pass,road,absolute-cost-logit
Colombia,trn_pass_road,LDV,absolute-cost-logit
Colombia,trn_pass_road_LDV,4W,absolute-cost-logit
Colombia,trn_pass_road_LDV,2W,absolute-cost-logit
Colombia,trn_freight,road,absolute-cost-logit
