INPUT_TABLE
Variable ID
AgSupplySubsector_relative-cost-logit

region,AgSupplySector,AgSupplySubsector,logit.type
Africa_Eastern,FiberCrop,FiberCrop_Madasgacar,relative-cost-logit
Africa_Eastern,Forest,Forest_Madasgacar,relative-cost-logit
Africa_Eastern,MiscCrop,MiscCrop_Madasgacar,relative-cost-logit
Africa_Eastern,OilCrop,OilCrop_Madasgacar,relative-cost-logit
Africa_Eastern,OtherGrain,OtherGrain_Madasgacar,relative-cost-logit
Africa_Eastern,PalmFruit,PalmFruit_Madasgacar,relative-cost-logit
Africa_Eastern,Pasture,Pasture_Madasgacar,relative-cost-logit
Africa_Eastern,Rice,Rice_Madasgacar,relative-cost-logit
Africa_Eastern,Root_Tuber,Root_Tuber_Madasgacar,relative-cost-logit
Africa_Eastern,SugarCrop,SugarCrop_Madasgacar,relative-cost-logit
Africa_Eastern,Wheat,Wheat_Madasgacar,relative-cost-logit
Africa_Eastern,biomass,biomass_grass_NileR,relative-cost-logit
Africa_Eastern,biomass,biomass_tree_NileR,relative-cost-logit
Africa_Eastern,Corn,Corn_NileR,relative-cost-logit
Africa_Eastern,FiberCrop,FiberCrop_NileR,relative-cost-logit
Africa_Eastern,FodderGrass,FodderGrass_NileR,relative-cost-logit
Africa_Eastern,FodderHerb,FodderHerb_NileR,relative-cost-logit
Africa_Eastern,Forest,Forest_NileR,relative-cost-logit
Africa_Eastern,MiscCrop,MiscCrop_NileR,relative-cost-logit
Africa_Eastern,OilCrop,OilCrop_NileR,relative-cost-logit
Africa_Eastern,OtherGrain,OtherGrain_NileR,relative-cost-logit
Africa_Eastern,PalmFruit,PalmFruit_NileR,relative-cost-logit
Africa_Eastern,Pasture,Pasture_NileR,relative-cost-logit
Africa_Eastern,Rice,Rice_NileR,relative-cost-logit
Africa_Eastern,Root_Tuber,Root_Tuber_NileR,relative-cost-logit
Africa_Eastern,SugarCrop,SugarCrop_NileR,relative-cost-logit
Africa_Eastern,Wheat,Wheat_NileR,relative-cost-logit
Africa_Eastern,biomass,biomass_grass_RiftValley,relative-cost-logit
Africa_Eastern,biomass,biomass_tree_RiftValley,relative-cost-logit
Africa_Eastern,Corn,Corn_RiftValley,relative-cost-logit
Africa_Eastern,FiberCrop,FiberCrop_RiftValley,relative-cost-logit
Africa_Eastern,FodderGrass,FodderGrass_RiftValley,relative-cost-logit
Africa_Eastern,FodderHerb,FodderHerb_RiftValley,relative-cost-logit
Africa_Eastern,Forest,Forest_RiftValley,relative-cost-logit
Africa_Eastern,MiscCrop,MiscCrop_RiftValley,relative-cost-logit
Africa_Eastern,OilCrop,OilCrop_RiftValley,relative-cost-logit
Africa_Eastern,OtherGrain,OtherGrain_RiftValley,relative-cost-logit
Africa_Eastern,PalmFruit,PalmFruit_RiftValley,relative-cost-logit
Africa_Eastern,Pasture,Pasture_RiftValley,relative-cost-logit
Africa_Eastern,Rice,Rice_RiftValley,relative-cost-logit
Africa_Eastern,Root_Tuber,Root_Tuber_RiftValley,relative-cost-logit
Africa_Eastern,SugarCrop,SugarCrop_RiftValley,relative-cost-logit
Africa_Eastern,Wheat,Wheat_RiftValley,relative-cost-logit
Africa_Eastern,biomass,biomass_grass_ShebJubR,relative-cost-logit
Africa_Eastern,biomass,biomass_tree_ShebJubR,relative-cost-logit
Africa_Eastern,Corn,Corn_ShebJubR,relative-cost-logit
Africa_Eastern,FiberCrop,FiberCrop_ShebJubR,relative-cost-logit
Africa_Eastern,FodderHerb,FodderHerb_ShebJubR,relative-cost-logit
Africa_Eastern,Forest,Forest_ShebJubR,relative-cost-logit
Africa_Eastern,MiscCrop,MiscCrop_ShebJubR,relative-cost-logit
Africa_Eastern,OilCrop,OilCrop_ShebJubR,relative-cost-logit
Africa_Eastern,OtherGrain,OtherGrain_ShebJubR,relative-cost-logit
Africa_Eastern,PalmFruit,PalmFruit_ShebJubR,relative-cost-logit
Africa_Eastern,Pasture,Pasture_ShebJubR,relative-cost-logit
Africa_Eastern,Rice,Rice_ShebJubR,relative-cost-logit
Africa_Eastern,Root_Tuber,Root_Tuber_ShebJubR,relative-cost-logit
Africa_Eastern,SugarCrop,SugarCrop_ShebJubR,relative-cost-logit
Africa_Eastern,Wheat,Wheat_ShebJubR,relative-cost-logit
Africa_Northern,biomass,biomass_grass_AfrCstNE,relative-cost-logit
Africa_Northern,FiberCrop,FiberCrop_AfrCstNE,relative-cost-logit
Africa_Northern,FodderHerb,FodderHerb_AfrCstNE,relative-cost-logit
Africa_Northern,MiscCrop,MiscCrop_AfrCstNE,relative-cost-logit
Africa_Northern,OtherGrain,OtherGrain_AfrCstNE,relative-cost-logit
Africa_Northern,Pasture,Pasture_AfrCstNE,relative-cost-logit
Africa_Northern,Root_Tuber,Root_Tuber_AfrCstNE,relative-cost-logit
Africa_Northern,SugarCrop,SugarCrop_AfrCstNE,relative-cost-logit
Africa_Northern,biomass,biomass_grass_AfrCstNW,relative-cost-logit
Africa_Northern,biomass,biomass_tree_AfrCstNW,relative-cost-logit
Africa_Northern,Corn,Corn_AfrCstNW,relative-cost-logit
Africa_Northern,FiberCrop,FiberCrop_AfrCstNW,relative-cost-logit
Africa_Northern,FodderGrass,FodderGrass_AfrCstNW,relative-cost-logit
Africa_Northern,FodderHerb,FodderHerb_AfrCstNW,relative-cost-logit
Africa_Northern,Forest,Forest_AfrCstNW,relative-cost-logit
