INPUT_TABLE
Variable ID
LN2_Logit_relative-cost-logit

region,LandAllocatorRoot,LandNode1,LandNode2,logit.type
Africa_Southern,root,AgroForestLand_AfrCstE,AgroForest_NonPasture_AfrCstE,relative-cost-logit
Brazil,root,AgroForestLand_BrzCstN,AgroForest_NonPasture_BrzCstN,relative-cost-logit
Southeast Asia,root,AgroForestLand_PapuaCst,AgroForest_NonPasture_PapuaCst,relative-cost-logit
Brazil,root,AgroForestLand_TocantinsR,AgroForest_NonPasture_TocantinsR,relative-cost-logit
Indonesia,root,AgroForestLand_JavaTimor,AgroForest_NonPasture_JavaTimor,relative-cost-logit
Southeast Asia,root,AgroForestLand_JavaTimor,AgroForest_NonPasture_JavaTimor,relative-cost-logit
Africa_Eastern,root,AgroForestLand_Madasgacar,AgroForest_NonPasture_Madasgacar,relative-cost-logit
Indonesia,root,AgroForestLand_SepikR,AgroForest_NonPasture_SepikR,relative-cost-logit
Southeast Asia,root,AgroForestLand_SepikR,AgroForest_NonPasture_SepikR,relative-cost-logit
Africa_Eastern,root,AgroForestLand_RiftValley,AgroForest_NonPasture_RiftValley,relative-cost-logit
Africa_Southern,root,AgroForestLand_RiftValley,AgroForest_NonPasture_RiftValley,relative-cost-logit
South America_Southern,root,AgroForestLand_PeruCst,AgroForest_NonPasture_PeruCst,relative-cost-logit
Indonesia,root,AgroForestLand_FlyR,AgroForest_NonPasture_FlyR,relative-cost-logit
Southeast Asia,root,AgroForestLand_FlyR,AgroForest_NonPasture_FlyR,relative-cost-logit
Africa_Southern,root,AgroForestLand_AngolaCst,AgroForest_NonPasture_AngolaCst,relative-cost-logit
Africa_Eastern,root,AgroForestLand_CongoR,AgroForest_NonPasture_CongoR,relative-cost-logit
Africa_Southern,root,AgroForestLand_CongoR,AgroForest_NonPasture_CongoR,relative-cost-logit
Africa_Western,root,AgroForestLand_CongoR,AgroForest_NonPasture_CongoR,relative-cost-logit
Australia_NZ,root,AgroForestLand_AusCstN,AgroForest_NonPasture_AusCstN,relative-cost-logit
Brazil,root,AgroForestLand_BrzCstE,AgroForest_NonPasture_BrzCstE,relative-cost-logit
Brazil,root,AgroForestLand_ParnaibaR,AgroForest_NonPasture_ParnaibaR,relative-cost-logit
Africa_Southern,root,AgroForestLand_ZambeziR,AgroForest_NonPasture_ZambeziR,relative-cost-logit
Africa_Western,root,AgroForestLand_ZambeziR,AgroForest_NonPasture_ZambeziR,relative-cost-logit
Australia_NZ,root,AgroForestLand_AusCstE,AgroForest_NonPasture_AusCstE,relative-cost-logit
Africa_Southern,root,AgroForestLand_AfrCstSE,AgroForest_NonPasture_AfrCstSE,relative-cost-logit
Australia_NZ,root,AgroForestLand_AusCstW,AgroForest_NonPasture_AusCstW,relative-cost-logit
Brazil,root,AgroForestLand_SaoFrancR,AgroForest_NonPasture_SaoFrancR,relative-cost-logit
Australia_NZ,root,AgroForestLand_AusInt,AgroForest_NonPasture_AusInt,relative-cost-logit
Africa_Southern,root,AgroForestLand_OrangeR,AgroForest_NonPasture_OrangeR,relative-cost-logit
South Africa,root,AgroForestLand_OrangeR,AgroForest_NonPasture_OrangeR,relative-cost-logit
Brazil,root,AgroForestLand_BrzCstS,AgroForest_NonPasture_BrzCstS,relative-cost-logit
South America_Southern,root,AgroForestLand_BrzCstS,AgroForest_NonPasture_BrzCstS,relative-cost-logit
Africa_Southern,root,AgroForestLand_AfrCstSW,AgroForest_NonPasture_AfrCstSW,relative-cost-logit
Africa_Southern,root,AgroForestLand_AfrIntS,AgroForest_NonPasture_AfrIntS,relative-cost-logit
Africa_Southern,root,AgroForestLand_AfrCstS,AgroForest_NonPasture_AfrCstS,relative-cost-logit
South Africa,root,AgroForestLand_AfrCstS,AgroForest_NonPasture_AfrCstS,relative-cost-logit
Africa_Southern,root,AgroForestLand_LimpopoR,AgroForest_NonPasture_LimpopoR,relative-cost-logit
South Africa,root,AgroForestLand_LimpopoR,AgroForest_NonPasture_LimpopoR,relative-cost-logit
South America_Southern,root,AgroForestLand_LaPuna,AgroForest_NonPasture_LaPuna,relative-cost-logit
Argentina,root,AgroForestLand_LaPuna,AgroForest_NonPasture_LaPuna,relative-cost-logit
Australia_NZ,root,AgroForestLand_NewZealand,AgroForest_NonPasture_NewZealand,relative-cost-logit
Australia_NZ,root,AgroForestLand_AusCstS,AgroForest_NonPasture_AusCstS,relative-cost-logit
Argentina,root,AgroForestLand_MarChiq,AgroForest_NonPasture_MarChiq,relative-cost-logit
South Africa,root,AgroForestLand_AfrCstSSW,AgroForest_NonPasture_AfrCstSSW,relative-cost-logit
Argentina,root,AgroForestLand_Salinas,AgroForest_NonPasture_Salinas,relative-cost-logit
Brazil,root,AgroForestLand_RioLaPlata,AgroForest_NonPasture_RioLaPlata,relative-cost-logit
South America_Southern,root,AgroForestLand_RioLaPlata,AgroForest_NonPasture_RioLaPlata,relative-cost-logit
Argentina,root,AgroForestLand_RioLaPlata,AgroForest_NonPasture_RioLaPlata,relative-cost-logit
South America_Southern,root,AgroForestLand_ChileCstN,AgroForest_NonPasture_ChileCstN,relative-cost-logit
Argentina,root,AgroForestLand_ChileCstN,AgroForest_NonPasture_ChileCstN,relative-cost-logit
Australia_NZ,root,AgroForestLand_MurrayDrlg,AgroForest_NonPasture_MurrayDrlg,relative-cost-logit
Argentina,root,AgroForestLand_Pampas,AgroForest_NonPasture_Pampas,relative-cost-logit
Argentina,root,AgroForestLand_ArgCstN,AgroForest_NonPasture_ArgCstN,relative-cost-logit
Australia_NZ,root,AgroForestLand_Tasmania,AgroForest_NonPasture_Tasmania,relative-cost-logit
South America_Southern,root,AgroForestLand_ArgColoR,AgroForest_NonPasture_ArgColoR,relative-cost-logit
Argentina,root,AgroForestLand_ArgColoR,AgroForest_NonPasture_ArgColoR,relative-cost-logit
South America_Southern,root,AgroForestLand_NegroR,AgroForest_NonPasture_NegroR,relative-cost-logit
Argentina,root,AgroForestLand_NegroR,AgroForest_NonPasture_NegroR,relative-cost-logit
Argentina,root,AgroForestLand_Patagonia,AgroForest_NonPasture_Patagonia,relative-cost-logit
South America_Southern,root,AgroForestLand_ArgCstS,AgroForest_NonPasture_ArgCstS,relative-cost-logit
Argentina,root,AgroForestLand_ArgCstS,AgroForest_NonPasture_ArgCstS,relative-cost-logit
USA,root,AgroForestLand_California,AgroForest_NonPasture_California,relative-cost-logit
Mexico,root,AgroForestLand_California,AgroForest_NonPasture_California,relative-cost-logit
USA,root,AgroForestLand_MissppRN,AgroForest_NonPasture_MissppRN,relative-cost-logit
USA,root,AgroForestLand_MissppRS,AgroForest_NonPasture_MissppRS,relative-cost-logit
USA,root,AgroForestLand_UsaColoRN,AgroForest_NonPasture_UsaColoRN,relative-cost-logit
USA,root,AgroForestLand_UsaColoRS,AgroForest_NonPasture_UsaColoRS,relative-cost-logit
Mexico,root,AgroForestLand_UsaColoRS,AgroForest_NonPasture_UsaColoRS,relative-cost-logit
USA,root,AgroForestLand_GreatBasin,AgroForest_NonPasture_GreatBasin,relative-cost-logit
USA,root,AgroForestLand_MissouriR,AgroForest_NonPasture_MissouriR,relative-cost-logit
Canada,root,AgroForestLand_MissouriR,AgroForest_NonPasture_MissouriR,relative-cost-logit
USA,root,AgroForestLand_ArkWhtRedR,AgroForest_NonPasture_ArkWhtRedR,relative-cost-logit
USA,root,AgroForestLand_TexasCst,AgroForest_NonPasture_TexasCst,relative-cost-logit
USA,root,AgroForestLand_UsaCstSE,AgroForest_NonPasture_UsaCstSE,relative-cost-logit
USA,root,AgroForestLand_GreatLakes,AgroForest_NonPasture_GreatLakes,relative-cost-logit
Canada,root,AgroForestLand_GreatLakes,AgroForest_NonPasture_GreatLakes,relative-cost-logit
USA,root,AgroForestLand_OhioR,AgroForest_NonPasture_OhioR,relative-cost-logit
USA,root,AgroForestLand_UsaPacNW,AgroForest_NonPasture_UsaPacNW,relative-cost-logit
Canada,root,AgroForestLand_UsaPacNW,AgroForest_NonPasture_UsaPacNW,relative-cost-logit
USA,root,AgroForestLand_TennR,AgroForest_NonPasture_TennR,relative-cost-logit
USA,root,AgroForestLand_RioGrande,AgroForest_NonPasture_RioGrande,relative-cost-logit
Mexico,root,AgroForestLand_RioGrande,AgroForest_NonPasture_RioGrande,relative-cost-logit
USA,root,AgroForestLand_UsaCstNE,AgroForest_NonPasture_UsaCstNE,relative-cost-logit
Canada,root,AgroForestLand_UsaCstNE,AgroForest_NonPasture_UsaCstNE,relative-cost-logit
USA,root,AgroForestLand_UsaCstE,AgroForest_NonPasture_UsaCstE,relative-cost-logit
India,root,AgroForestLand_NarmadaR,AgroForest_NonPasture_NarmadaR,relative-cost-logit
USA,root,AgroForestLand_PacArctic,AgroForest_NonPasture_PacArctic,relative-cost-logit
Africa_Northern,root,AgroForestLand_DeadSea,AgroForest_NonPasture_DeadSea,relative-cost-logit
Africa_Northern,root,AgroForestLand_NigerR,AgroForest_NonPasture_NigerR,relative-cost-logit
Africa_Northern,root,AgroForestLand_LChad,AgroForest_NonPasture_LChad,relative-cost-logit
Brazil,root,AgroForestLand_OrinocoR,AgroForest_NonPasture_OrinocoR,relative-cost-logit
Canada,root,AgroForestLand_ChurchillR,AgroForest_NonPasture_ChurchillR,relative-cost-logit
EU-15,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,relative-cost-logit
European Free Trade Association,root,AgroForestLand_Iceland,AgroForest_NonPasture_Iceland,relative-cost-logit
Russia,root,AgroForestLand_SiberiaN,AgroForest_NonPasture_SiberiaN,relative-cost-logit
Russia,root,AgroForestLand_KaraSea,AgroForest_NonPasture_KaraSea,relative-cost-logit
South Africa,root,AgroForestLand_AfrCstSW,AgroForest_NonPasture_AfrCstSW,relative-cost-logit
Southeast Asia,root,AgroForestLand_NewCaledn,AgroForest_NonPasture_NewCaledn,relative-cost-logit
USA,root,AgroForestLand_PacArctic,AllPastureLand_PacArctic,relative-cost-logit
USA,root,AgroForestLand_NelsonR,AllPastureLand_NelsonR,relative-cost-logit
USA,root,AgroForestLand_FraserR,AllPastureLand_FraserR,relative-cost-logit
USA,root,AgroForestLand_MexCstNW,AllPastureLand_MexCstNW,relative-cost-logit
USA,root,AgroForestLand_Caribbean,AllPastureLand_Caribbean,relative-cost-logit
USA,root,AgroForestLand_California,AllPastureLand_California,relative-cost-logit
USA,root,AgroForestLand_MissppRN,AllPastureLand_MissppRN,relative-cost-logit
USA,root,AgroForestLand_MissppRS,AllPastureLand_MissppRS,relative-cost-logit
USA,root,AgroForestLand_UsaColoRN,AllPastureLand_UsaColoRN,relative-cost-logit
USA,root,AgroForestLand_UsaColoRS,AllPastureLand_UsaColoRS,relative-cost-logit
USA,root,AgroForestLand_GreatBasin,AllPastureLand_GreatBasin,relative-cost-logit
USA,root,AgroForestLand_MissouriR,AllPastureLand_MissouriR,relative-cost-logit
USA,root,AgroForestLand_ArkWhtRedR,AllPastureLand_ArkWhtRedR,relative-cost-logit
USA,root,AgroForestLand_TexasCst,AllPastureLand_TexasCst,relative-cost-logit
USA,root,AgroForestLand_UsaCstSE,AllPastureLand_UsaCstSE,relative-cost-logit
USA,root,AgroForestLand_GreatLakes,AllPastureLand_GreatLakes,relative-cost-logit
USA,root,AgroForestLand_OhioR,AllPastureLand_OhioR,relative-cost-logit
USA,root,AgroForestLand_UsaPacNW,AllPastureLand_UsaPacNW,relative-cost-logit
USA,root,AgroForestLand_TennR,AllPastureLand_TennR,relative-cost-logit
USA,root,AgroForestLand_RioGrande,AllPastureLand_RioGrande,relative-cost-logit
USA,root,AgroForestLand_UsaCstNE,AllPastureLand_UsaCstNE,relative-cost-logit
USA,root,AgroForestLand_UsaCstE,AllPastureLand_UsaCstE,relative-cost-logit
Africa_Eastern,root,AgroForestLand_NileR,AllPastureLand_NileR,relative-cost-logit
Africa_Eastern,root,AgroForestLand_AfrCstNE,AllPastureLand_AfrCstNE,relative-cost-logit
Africa_Eastern,root,AgroForestLand_AfrIntN,AllPastureLand_AfrIntN,relative-cost-logit
Africa_Eastern,root,AgroForestLand_LChad,AllPastureLand_LChad,relative-cost-logit
Africa_Eastern,root,AgroForestLand_ShebJubR,AllPastureLand_ShebJubR,relative-cost-logit
Africa_Eastern,root,AgroForestLand_AfrCstE,AllPastureLand_AfrCstE,relative-cost-logit
Africa_Eastern,root,AgroForestLand_Madasgacar,AllPastureLand_Madasgacar,relative-cost-logit
Africa_Eastern,root,AgroForestLand_RiftValley,AllPastureLand_RiftValley,relative-cost-logit
Africa_Eastern,root,AgroForestLand_CongoR,AllPastureLand_CongoR,relative-cost-logit
Africa_Northern,root,AgroForestLand_MeditS,AllPastureLand_MeditS,relative-cost-logit
Africa_Northern,root,AgroForestLand_AfrCstNW,AllPastureLand_AfrCstNW,relative-cost-logit
Africa_Northern,root,AgroForestLand_DeadSea,AllPastureLand_DeadSea,relative-cost-logit
Africa_Northern,root,AgroForestLand_AfrCstNE,AllPastureLand_AfrCstNE,relative-cost-logit
Africa_Northern,root,AgroForestLand_AfrIntN,AllPastureLand_AfrIntN,relative-cost-logit
Africa_Northern,root,AgroForestLand_NigerR,AllPastureLand_NigerR,relative-cost-logit
Africa_Northern,root,AgroForestLand_LChad,AllPastureLand_LChad,relative-cost-logit
Africa_Southern,root,AgroForestLand_NileR,AllPastureLand_NileR,relative-cost-logit
Africa_Southern,root,AgroForestLand_GuineaGulf,AllPastureLand_GuineaGulf,relative-cost-logit
Africa_Southern,root,AgroForestLand_AfrCstE,AllPastureLand_AfrCstE,relative-cost-logit
Africa_Southern,root,AgroForestLand_RiftValley,AllPastureLand_RiftValley,relative-cost-logit
Africa_Southern,root,AgroForestLand_AngolaCst,AllPastureLand_AngolaCst,relative-cost-logit
Africa_Southern,root,AgroForestLand_CongoR,AllPastureLand_CongoR,relative-cost-logit
Africa_Southern,root,AgroForestLand_ZambeziR,AllPastureLand_ZambeziR,relative-cost-logit
Africa_Southern,root,AgroForestLand_AfrCstSE,AllPastureLand_AfrCstSE,relative-cost-logit
Africa_Southern,root,AgroForestLand_OrangeR,AllPastureLand_OrangeR,relative-cost-logit
Africa_Southern,root,AgroForestLand_AfrCstSW,AllPastureLand_AfrCstSW,relative-cost-logit
Africa_Southern,root,AgroForestLand_AfrIntS,AllPastureLand_AfrIntS,relative-cost-logit
Africa_Southern,root,AgroForestLand_AfrCstS,AllPastureLand_AfrCstS,relative-cost-logit
Africa_Southern,root,AgroForestLand_LimpopoR,AllPastureLand_LimpopoR,relative-cost-logit
Africa_Western,root,AgroForestLand_AfrCstNW,AllPastureLand_AfrCstNW,relative-cost-logit
Africa_Western,root,AgroForestLand_NileR,AllPastureLand_NileR,relative-cost-logit
Africa_Western,root,AgroForestLand_AfrCstW,AllPastureLand_AfrCstW,relative-cost-logit
Africa_Western,root,AgroForestLand_AfrIntN,AllPastureLand_AfrIntN,relative-cost-logit
Africa_Western,root,AgroForestLand_NigerR,AllPastureLand_NigerR,relative-cost-logit
Africa_Western,root,AgroForestLand_LChad,AllPastureLand_LChad,relative-cost-logit
Africa_Western,root,AgroForestLand_SenegalR,AllPastureLand_SenegalR,relative-cost-logit
Africa_Western,root,AgroForestLand_VoltaR,AllPastureLand_VoltaR,relative-cost-logit
Africa_Western,root,AgroForestLand_GuineaGulf,AllPastureLand_GuineaGulf,relative-cost-logit
Africa_Western,root,AgroForestLand_CongoR,AllPastureLand_CongoR,relative-cost-logit
Africa_Western,root,AgroForestLand_ZambeziR,AllPastureLand_ZambeziR,relative-cost-logit
Australia_NZ,root,AgroForestLand_AusCstN,AllPastureLand_AusCstN,relative-cost-logit
Australia_NZ,root,AgroForestLand_AusCstE,AllPastureLand_AusCstE,relative-cost-logit
Australia_NZ,root,AgroForestLand_AusCstW,AllPastureLand_AusCstW,relative-cost-logit
Australia_NZ,root,AgroForestLand_AusInt,AllPastureLand_AusInt,relative-cost-logit
Australia_NZ,root,AgroForestLand_NewZealand,AllPastureLand_NewZealand,relative-cost-logit
Australia_NZ,root,AgroForestLand_AusCstS,AllPastureLand_AusCstS,relative-cost-logit
Australia_NZ,root,AgroForestLand_MurrayDrlg,AllPastureLand_MurrayDrlg,relative-cost-logit
Australia_NZ,root,AgroForestLand_Tasmania,AllPastureLand_Tasmania,relative-cost-logit
Brazil,root,AgroForestLand_OrinocoR,AllPastureLand_OrinocoR,relative-cost-logit
Brazil,root,AgroForestLand_SAmerCstNE,AllPastureLand_SAmerCstNE,relative-cost-logit
Brazil,root,AgroForestLand_AmazonR,AllPastureLand_AmazonR,relative-cost-logit
Brazil,root,AgroForestLand_BrzCstN,AllPastureLand_BrzCstN,relative-cost-logit
Brazil,root,AgroForestLand_TocantinsR,AllPastureLand_TocantinsR,relative-cost-logit
Brazil,root,AgroForestLand_BrzCstE,AllPastureLand_BrzCstE,relative-cost-logit
Brazil,root,AgroForestLand_ParnaibaR,AllPastureLand_ParnaibaR,relative-cost-logit
Brazil,root,AgroForestLand_SaoFrancR,AllPastureLand_SaoFrancR,relative-cost-logit
Brazil,root,AgroForestLand_BrzCstS,AllPastureLand_BrzCstS,relative-cost-logit
Brazil,root,AgroForestLand_RioLaPlata,AllPastureLand_RioLaPlata,relative-cost-logit
Canada,root,AgroForestLand_NWTerr,AllPastureLand_NWTerr,relative-cost-logit
Canada,root,AgroForestLand_PacArctic,AllPastureLand_PacArctic,relative-cost-logit
Canada,root,AgroForestLand_Mackenzie,AllPastureLand_Mackenzie,relative-cost-logit
Canada,root,AgroForestLand_HudsonBay,AllPastureLand_HudsonBay,relative-cost-logit
Canada,root,AgroForestLand_CanAtl,AllPastureLand_CanAtl,relative-cost-logit
Canada,root,AgroForestLand_NelsonR,AllPastureLand_NelsonR,relative-cost-logit
Canada,root,AgroForestLand_FraserR,AllPastureLand_FraserR,relative-cost-logit
Canada,root,AgroForestLand_ChurchillR,AllPastureLand_ChurchillR,relative-cost-logit
Canada,root,AgroForestLand_StLwrncR,AllPastureLand_StLwrncR,relative-cost-logit
Canada,root,AgroForestLand_MissouriR,AllPastureLand_MissouriR,relative-cost-logit
Canada,root,AgroForestLand_GreatLakes,AllPastureLand_GreatLakes,relative-cost-logit
Canada,root,AgroForestLand_UsaPacNW,AllPastureLand_UsaPacNW,relative-cost-logit
Canada,root,AgroForestLand_UsaCstNE,AllPastureLand_UsaCstNE,relative-cost-logit
Central America and Caribbean,root,AgroForestLand_Caribbean,AllPastureLand_Caribbean,relative-cost-logit
Central America and Caribbean,root,AgroForestLand_YucatanP,AllPastureLand_YucatanP,relative-cost-logit
Central America and Caribbean,root,AgroForestLand_GrijUsuR,AllPastureLand_GrijUsuR,relative-cost-logit
Central America and Caribbean,root,AgroForestLand_CntAmer,AllPastureLand_CntAmer,relative-cost-logit
Central America and Caribbean,root,AgroForestLand_SAmerCstN,AllPastureLand_SAmerCstN,relative-cost-logit
Central America and Caribbean,root,AgroForestLand_ColEcuaCst,AllPastureLand_ColEcuaCst,relative-cost-logit
Central Asia,root,AgroForestLand_VolgaR,AllPastureLand_VolgaR,relative-cost-logit
Central Asia,root,AgroForestLand_UralR,AllPastureLand_UralR,relative-cost-logit
Central Asia,root,AgroForestLand_Gobi,AllPastureLand_Gobi,relative-cost-logit
Central Asia,root,AgroForestLand_AmurR,AllPastureLand_AmurR,relative-cost-logit
Central Asia,root,AgroForestLand_CaspianNE,AllPastureLand_CaspianNE,relative-cost-logit
Central Asia,root,AgroForestLand_BlackSeaN,AllPastureLand_BlackSeaN,relative-cost-logit
Central Asia,root,AgroForestLand_YeniseiR,AllPastureLand_YeniseiR,relative-cost-logit
Central Asia,root,AgroForestLand_CaspianE,AllPastureLand_CaspianE,relative-cost-logit
Central Asia,root,AgroForestLand_ObR,AllPastureLand_ObR,relative-cost-logit
Central Asia,root,AgroForestLand_AmuDaryaR,AllPastureLand_AmuDaryaR,relative-cost-logit
Central Asia,root,AgroForestLand_LBalkash,AllPastureLand_LBalkash,relative-cost-logit
Central Asia,root,AgroForestLand_BlackSeaS,AllPastureLand_BlackSeaS,relative-cost-logit
Central Asia,root,AgroForestLand_CaspianSW,AllPastureLand_CaspianSW,relative-cost-logit
Central Asia,root,AgroForestLand_SyrDaryaR,AllPastureLand_SyrDaryaR,relative-cost-logit
Central Asia,root,AgroForestLand_Tarim,AllPastureLand_Tarim,relative-cost-logit
China,root,AgroForestLand_RusCstSE,AllPastureLand_RusCstSE,relative-cost-logit
China,root,AgroForestLand_Gobi,AllPastureLand_Gobi,relative-cost-logit
China,root,AgroForestLand_AmurR,AllPastureLand_AmurR,relative-cost-logit
China,root,AgroForestLand_ObR,AllPastureLand_ObR,relative-cost-logit
China,root,AgroForestLand_AmuDaryaR,AllPastureLand_AmuDaryaR,relative-cost-logit
China,root,AgroForestLand_BoHai,AllPastureLand_BoHai,relative-cost-logit
China,root,AgroForestLand_LBalkash,AllPastureLand_LBalkash,relative-cost-logit
China,root,AgroForestLand_SyrDaryaR,AllPastureLand_SyrDaryaR,relative-cost-logit
China,root,AgroForestLand_ZiyaHe,AllPastureLand_ZiyaHe,relative-cost-logit
China,root,AgroForestLand_ChinaCst,AllPastureLand_ChinaCst,relative-cost-logit
China,root,AgroForestLand_HuangHeR,AllPastureLand_HuangHeR,relative-cost-logit
China,root,AgroForestLand_Tarim,AllPastureLand_Tarim,relative-cost-logit
China,root,AgroForestLand_IndusR,AllPastureLand_IndusR,relative-cost-logit
China,root,AgroForestLand_Tibet,AllPastureLand_Tibet,relative-cost-logit
China,root,AgroForestLand_Taiwan,AllPastureLand_Taiwan,relative-cost-logit
China,root,AgroForestLand_Yangtze,AllPastureLand_Yangtze,relative-cost-logit
China,root,AgroForestLand_XunJiang,AllPastureLand_XunJiang,relative-cost-logit
China,root,AgroForestLand_Hong,AllPastureLand_Hong,relative-cost-logit
China,root,AgroForestLand_GangesR,AllPastureLand_GangesR,relative-cost-logit
China,root,AgroForestLand_SChinaSea,AllPastureLand_SChinaSea,relative-cost-logit
China,root,AgroForestLand_Hainan,AllPastureLand_Hainan,relative-cost-logit
China,root,AgroForestLand_Mekong,AllPastureLand_Mekong,relative-cost-logit
China,root,AgroForestLand_Salween,AllPastureLand_Salween,relative-cost-logit
China,root,AgroForestLand_IrrawaddyR,AllPastureLand_IrrawaddyR,relative-cost-logit
EU-12,root,AgroForestLand_BalticSea,AllPastureLand_BalticSea,relative-cost-logit
EU-12,root,AgroForestLand_DnkGrmCst,AllPastureLand_DnkGrmCst,relative-cost-logit
EU-12,root,AgroForestLand_NarvaR,AllPastureLand_NarvaR,relative-cost-logit
EU-12,root,AgroForestLand_DaugavaR,AllPastureLand_DaugavaR,relative-cost-logit
EU-12,root,AgroForestLand_OderR,AllPastureLand_OderR,relative-cost-logit
EU-12,root,AgroForestLand_WislaR,AllPastureLand_WislaR,relative-cost-logit
EU-12,root,AgroForestLand_ElbeR,AllPastureLand_ElbeR,relative-cost-logit
EU-12,root,AgroForestLand_PolandCst,AllPastureLand_PolandCst,relative-cost-logit
EU-12,root,AgroForestLand_NemanR,AllPastureLand_NemanR,relative-cost-logit
EU-12,root,AgroForestLand_DniesterR,AllPastureLand_DniesterR,relative-cost-logit
EU-12,root,AgroForestLand_DanubeR,AllPastureLand_DanubeR,relative-cost-logit
EU-12,root,AgroForestLand_AdrBlkSea,AllPastureLand_AdrBlkSea,relative-cost-logit
EU-12,root,AgroForestLand_MeditE,AllPastureLand_MeditE,relative-cost-logit
EU-15,root,AgroForestLand_ScndnvN,AllPastureLand_ScndnvN,relative-cost-logit
EU-15,root,AgroForestLand_Sweden,AllPastureLand_Sweden,relative-cost-logit
EU-15,root,AgroForestLand_Finland,AllPastureLand_Finland,relative-cost-logit
EU-15,root,AgroForestLand_Scotland,AllPastureLand_Scotland,relative-cost-logit
EU-15,root,AgroForestLand_NevaR,AllPastureLand_NevaR,relative-cost-logit
EU-15,root,AgroForestLand_DnkGrmCst,AllPastureLand_DnkGrmCst,relative-cost-logit
EU-15,root,AgroForestLand_Ireland,AllPastureLand_Ireland,relative-cost-logit
EU-15,root,AgroForestLand_EngWales,AllPastureLand_EngWales,relative-cost-logit
EU-15,root,AgroForestLand_EmsWeserR,AllPastureLand_EmsWeserR,relative-cost-logit
EU-15,root,AgroForestLand_OderR,AllPastureLand_OderR,relative-cost-logit
EU-15,root,AgroForestLand_ElbeR,AllPastureLand_ElbeR,relative-cost-logit
EU-15,root,AgroForestLand_RhineR,AllPastureLand_RhineR,relative-cost-logit
EU-15,root,AgroForestLand_ScheldtR,AllPastureLand_ScheldtR,relative-cost-logit
EU-15,root,AgroForestLand_FranceCstW,AllPastureLand_FranceCstW,relative-cost-logit
EU-15,root,AgroForestLand_LoireR,AllPastureLand_LoireR,relative-cost-logit
EU-15,root,AgroForestLand_SeineR,AllPastureLand_SeineR,relative-cost-logit
EU-15,root,AgroForestLand_ItalyCstE,AllPastureLand_ItalyCstE,relative-cost-logit
EU-15,root,AgroForestLand_DanubeR,AllPastureLand_DanubeR,relative-cost-logit
EU-15,root,AgroForestLand_AdrBlkSea,AllPastureLand_AdrBlkSea,relative-cost-logit
EU-15,root,AgroForestLand_PoR,AllPastureLand_PoR,relative-cost-logit
EU-15,root,AgroForestLand_ItalyCstW,AllPastureLand_ItalyCstW,relative-cost-logit
EU-15,root,AgroForestLand_IberiaCst,AllPastureLand_IberiaCst,relative-cost-logit
EU-15,root,AgroForestLand_FranceCstS,AllPastureLand_FranceCstS,relative-cost-logit
EU-15,root,AgroForestLand_RhoneR,AllPastureLand_RhoneR,relative-cost-logit
EU-15,root,AgroForestLand_MeditIsl,AllPastureLand_MeditIsl,relative-cost-logit
EU-15,root,AgroForestLand_Gironde,AllPastureLand_Gironde,relative-cost-logit
EU-15,root,AgroForestLand_SpainCstSE,AllPastureLand_SpainCstSE,relative-cost-logit
EU-15,root,AgroForestLand_TiberR,AllPastureLand_TiberR,relative-cost-logit
EU-15,root,AgroForestLand_TagusR,AllPastureLand_TagusR,relative-cost-logit
EU-15,root,AgroForestLand_EbroR,AllPastureLand_EbroR,relative-cost-logit
EU-15,root,AgroForestLand_DouroR,AllPastureLand_DouroR,relative-cost-logit
EU-15,root,AgroForestLand_GuadianaR,AllPastureLand_GuadianaR,relative-cost-logit
EU-15,root,AgroForestLand_GuadalqR,AllPastureLand_GuadalqR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_NevaR,AllPastureLand_NevaR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_DaugavaR,AllPastureLand_DaugavaR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_WislaR,AllPastureLand_WislaR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_NemanR,AllPastureLand_NemanR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_DnieperR,AllPastureLand_DnieperR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_BlackSeaN,AllPastureLand_BlackSeaN,relative-cost-logit
Europe_Eastern,root,AgroForestLand_DniesterR,AllPastureLand_DniesterR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_DonR,AllPastureLand_DonR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_DanubeR,AllPastureLand_DanubeR,relative-cost-logit
Europe_Non_EU,root,AgroForestLand_DanubeR,AllPastureLand_DanubeR,relative-cost-logit
Europe_Non_EU,root,AgroForestLand_AdrBlkSea,AllPastureLand_AdrBlkSea,relative-cost-logit
Europe_Non_EU,root,AgroForestLand_BlackSeaS,AllPastureLand_BlackSeaS,relative-cost-logit
Europe_Non_EU,root,AgroForestLand_CaspianSW,AllPastureLand_CaspianSW,relative-cost-logit
Europe_Non_EU,root,AgroForestLand_MeditE,AllPastureLand_MeditE,relative-cost-logit
Europe_Non_EU,root,AgroForestLand_TigrEuphR,AllPastureLand_TigrEuphR,relative-cost-logit
