# ../aglu-data/level1//L100.FAO_ag_Prod_t.csv
# Written by LA100.FAO_downscale_ctry.R
# Mon Mar 12 09:47:01 2018
# " FAO agricultural production by country / item / year "
# " Unit = t "
"countries","country.codes","item","item.codes","element","element.codes","iso","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"Congo",46,"Groundnuts, with shell",242,"ag_Prod_t",51,"cog",17590,18115.8,18535.8,18125.8,18125.8,17325.8,16480,15872.6,15253.4,15545.4,16860.8,18326.2,20171.2,21828,22696,23305.8,23936.8,24492.8,25308.6,26087.8,26893.2,27726,27878.8,27029,25990.2,24164.6,22826.2,22136.6,22316.2,22545.8,23380.8,23390,23333.2,23330,23380,24280,25500,26740,27760,28725
"Congo",46,"Leeks, other alliaceous veg",407,"ag_Prod_t",51,"cog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,502,756,1012,1270,1280,1290,1300,1310,1320,1330,1340,1350,1360,1402.8,1452.8,1490.8,1516.8,1560.8,1593.2,1603.2,1634.2,1667.75
"Congo",46,"Lemons and limes",497,"ag_Prod_t",51,"cog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.6,1253.6,1975.4,2837.6,3631.4,3803.8,3770.4,3827.8,3783.8,3790,3796.6,3964,3984.8,4006.6,4086.6,4372.6,4515.75
"Congo",46,"Lettuce and chicory",372,"ag_Prod_t",51,"cog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.2,268.2,406.2,530.6,647.2,614,660.4,682.4,724.2,778.6,862,850.6,850.6,856,855,827.2,846.5
"Congo",46,"Maize",56,"ag_Prod_t",51,"cog",5000,6552.6,9122.6,11518.6,13940.8,14540.8,15588.2,14015.6,12731.6,10563.6,10713.4,9932,11160.2,13230.8,15755.6,17553.8,19056.8,16956.6,13731.4,10943.2,8020,4959,5636.2,6378.2,7165.8,8097.2,8270.6,7939,7548.8,7118.8,6956,7560.2,8149.2,8720,9271.6,9458.2,9660,9900,10420,10650
"Congo",46,"Mangoes, mangosteens, guavas",571,"ag_Prod_t",51,"cog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,7760.8,12227.6,16917.8,21617.8,22735,23587.8,24048.6,24358.4,25258.4,26921.2,28887.6,31220,33700,35680,37000,37720,38075
"Congo",46,"Melonseed",299,"ag_Prod_t",51,"cog",2040,2060,2090,2130,2160,2200,2250,2300,2350,2400,2450,2500,2560,2630,2700,2770,2850,2930,3010,3100,3200,3303.6,3383.6,3463.6,3483.6,3503.6,3520,3550.4,3568.2,3633.4,3641.4,3631.4,3645,3601.2,3518,3540,3500,3436,3432,3462.5
"Congo",46,"Millet",79,"ag_Prod_t",51,"cog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,3250.2,5310,7423.6,9323.6,9523.6,9573.4,9413.6,9300,9500,9900,10250
"Congo",46,"Natural rubber",836,"ag_Prod_t",51,"cog",440,520,600,700,880,1080,1260,1448.8,1608.8,1698.8,1778.8,1838.8,1890,1930,1960,1980,2000,1994.6,1954.6,1894.6,1794.6,1690.8,1620.4,1520.4,1456.4,1411,1354.8,1268,1224,1218,1216.2,1276.6,1362.6,1486.8,1576.8,1694,1773.6,1840.2,1920,1950
"Congo",46,"Oil palm fruit",254,"ag_Prod_t",51,"cog",78000,78000,78000,78000,79000,80000,81000,82000,83000,83000,83400,83800,84200,85000,85800,86400,87000,87600,87200,86000,85000,84400,84200,85200,86000,86800,87800,88400,88400,89400,90000,92000,95000,104000,113800,123700,131700,138950,140350,140687.5
"Congo",46,"Okra",430,"ag_Prod_t",51,"cog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,120.8,182.8,252.8,332.8,362.8,402,450,500,550,600,650,700,751.6,814.4,868.4,938,968,990.4,1017.6,1105.2,1176.6,1233.25
"Congo",46,"Onions, dry",403,"ag_Prod_t",51,"cog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,162,246,332,420,430,440,450,460,470,480,490,500,508.2,520.4,530.4,567.4,571.4,577.2,585,585,559.6,564.5
"Congo",46,"Oranges",490,"ag_Prod_t",51,"cog",2440,2520,2600,2680,2760,2840,2900,2940,2980,3000,2980,2960,2940,2910,2880,2870,2850,2886.4,2954.2,2904.2,2867.8,2807.8,2686,2515.8,2475.8,2422.2,2406.4,2409.2,2441.6,2357.8,2329,2296,2258.6,2238.6,2302.4,2311.8,2340.6,2370.6,2390.6,2413.25
"Congo",46,"Papayas",600,"ag_Prod_t",51,"cog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,620,960,1320,1700,1800,1900,2000,2100,2200,2300,2400,2500,2615,2721.6,2801.6,2881.6,2921.6,2946.6,2980,3050,3110,3162.5
"Congo",46,"Peas, dry",187,"ag_Prod_t",51,"cog",2890,2970,3037,3089,3126,3156,3186,3219,3257,3300,3350,3400,3460,3530,3610,3700,3820,3940,4060,4100,4180,4260,4340,4420,4520,4600,4660,4720,4802.6,4999.6,5159.6,5354.8,5538.8,5689,5652,5652,5691,5737,5784.2,5905.25
"Congo",46,"Pineapples",574,"ag_Prod_t",51,"cog",4760,4820,4820,4880,4900,4940,5020,5060,5100,5160,5160,5160,5200,5200,5160,5160,5240,5432.8,5292.8,5189,5089,4943,4350.2,4010.2,3694,3415.4,3089,3079.8,3179.8,3238.6,3074.6,3000.4,3029.6,3089.6,3190.8,3493.4,3740,3920,4070,4137.5
"Congo",46,"Plantains",489,"ag_Prod_t",51,"cog",30200,31000,31960,33000,33500,34080,35480,39832,44537.2,47929.6,51982,55116.6,54899.8,55186.2,57682.6,59208.2,60393,63057.4,65256.8,67074.8,69504,72714.2,74518.8,75587.8,76268.6,75440,73438,72134.6,71234.6,67947,65544.2,64289.6,63228.8,63042,65642,69606.2,73403.2,76623.2,79010,80512.5
"Congo",46,"Potatoes",116,"ag_Prod_t",51,"cog",1780,2053,2009,1845,1745,1579,1266,1358.8,1466,1542.4,1546.4,1534.2,1446,1456.6,1489.6,1637.6,1793.2,1960.6,2028.8,2122.2,2210.2,2299.6,2410.8,2562,2710.8,2909.6,3192.4,3535,3821.8,4122.6,4200,4274.4,4252.6,4232.6,4220.2,4410,4580,4746,4926,5032.5
"Congo",46,"Rice, paddy",27,"ag_Prod_t",51,"cog",5386,5519.6,5479.6,5255.6,4695.4,4349.6,3616,3401.2,3193.2,2853.4,2481,2136.6,1775.4,1449,1218.2,1103.6,1064.6,1158,1204,1292.2,1387,1489.2,1432,1372,1270.4,1158.4,1094.2,1134.2,1176.8,1261.4,1305.6,1299.4,1259.2,1209,1148.4,1168.4,1220,1330,1450,1537.5
"Congo",46,"Roots and Tubers, nes",149,"ag_Prod_t",51,"cog",20240,20700,21241,21801,22280.2,22200.2,21980.2,21679.2,21419.2,21440,22120,22940,23900,25000,26000,27000,28400,30000,31000,32200,33600,34800,36000,38000,39200,39593.8,38993.8,38145.4,37040,36640,36780.2,37993.4,38841.8,39696,39696,39962,42017.6,45017.6,48068.8,50586
"Congo",46,"Sesame seed",289,"ag_Prod_t",51,"cog",100,111.6,126.2,144.2,164.2,186.2,198.6,210,220,229,237,243,247,250,253,256,260,264.8,270.6,277.4,285.2,287.2,290.4,293.6,292.8,292,305.4,317.8,329,343,351.4,343,337.6,326.4,311.4,306,302,295,292.8,294.75
"Congo",46,"Spinach",373,"ag_Prod_t",51,"cog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,402.6,609.2,811.2,1015.2,1021.2,1026.6,1030,1040,1050,1060,1070,1080,1090,1119,1153,1175,1175,1193,1207.4,1117.4,1042.8,1028.5
"Congo",46,"Sugar cane",156,"ag_Prod_t",51,"cog",530512.8,451937.6,388191.8,336991.6,329360.6,290995.2,247570.4,209873.4,183408,2e+05,220000,258000,322000,359000,351000,373000,381000,338000,343000,363000,353000,339000,368035.4,378086.6,381992.2,410878.8,428676.8,436692.6,437528,445352.2,474812.6,516369.8,549718.6,568832,585102.2,577755.2,574400,581000,601000,616250
"Congo",46,"Sweet potatoes",122,"ag_Prod_t",51,"cog",10800,11200,11644,11914,12210.2,12230.2,12330.2,12386.2,12416.2,12420,12500,12400,12300,12200,12100,12000,11900,11802.2,11333.6,10914.8,10714.8,10926.6,11221.2,11389.8,11532.8,11383.4,10671.6,9674.8,8974.8,7936.4,7085.8,6560.2,6302.8,6293.2,6367.4,6367.4,6328.2,6525.6,6766.6,7008.25
"Congo",46,"Tangerines, mandarins, clem.",495,"ag_Prod_t",51,"cog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.6,947.6,1427.6,1911.8,2409.2,2441.6,2357.8,2317.8,2282.4,2245,2185,2248.8,2277.8,2309,2349,2529.8,2587.25
"Congo",46,"Tobacco, unmanufactured",826,"ag_Prod_t",51,"cog",943.8,992.4,1027.2,1030.8,957.6,817.2,742.6,634.4,512.8,477,428,358.6,282.6,225,159.6,139,121,128,132,142,151.2,142.4,148.2,153.4,143.4,144.2,145,153.6,159.6,189.6,223.6,267,300.2,322.6,346,360.2,376.8,387.6,415.6,427.75
"Congo",46,"Tomatoes",388,"ag_Prod_t",51,"cog",5400,5700,6012,6312,6606,6906,7186,7354,7394,7360,7300,7240,7120,6980,6820,6580,6300,5940,5600,5200,4921.4,4481.4,4228.2,3907.4,3518.8,3159.8,2949,2680.6,2521.4,2647,2637,2784,2945.6,3248.2,3231.2,3318.8,3422.2,3482.2,3423,3503.75
"Congo",46,"Vegetables fresh nes",463,"ag_Prod_t",51,"cog",16400,17200,18000,19000,20000,21000,22000,23000,23800,24600,25400,26000,26600,27400,28200,29000,30000,31000,32000,32880,33558,34158,34758,35358,35278,34800,34896.2,34877,34615.6,35308.2,35908.2,36082,36383.2,36444.6,35552,35552,36282,36100,36300,37125
"Congo",46,"Yams",137,"ag_Prod_t",51,"cog",48000,40920,33276,26036,19236,11796,12076,12020,11860,11463.8,11033.6,10915,10280.4,9933,9973,10007.6,10018.2,10475.2,10816,11042.6,11226.8,11364.4,11755,11221.6,10731.2,10422.6,9773,9260,9200,9596,9750.4,10241.6,10601.6,11421.6,11745.6,12131.2,12560,13000,13480,13725
"Cook Islands",47,"Avocados",572,"ag_Prod_t",51,"cok",648.2,662.4,702.4,690.4,678.4,664.2,650,580,560,540,520,500,500,534,568,602,636,637.4,603.4,549.4,510.2,416.2,345.6,278,228,163.2,162.8,175.2,192.2,176.2,153.2,116.6,76.6,30.6,21.6,20.2,22.6,24.6,26.2,26.5
"Cook Islands",47,"Bananas",486,"ag_Prod_t",51,"cok",2180,2240,2066.2,1427.2,1210.4,862.4,585.8,799.6,1278.6,1715.4,1843.4,2140,2160,1760,1440,1390,1160,760,610,490,370,270,234,234,244,260,256.4,244.4,264.6,254.6,238.6,202.2,158.2,93.6,65.6,49,54.2,63.2,69,71.25
"Cook Islands",47,"Cassava",125,"ag_Prod_t",51,"cok",3728.8,3728.8,3628.8,3464.4,3260,3080,2960,3060,3240,3480,3700,3900,4000,4000,3980,3980,4000,4000,3960,3958,3858,3798,3678,3518,3220,3120,2880,2712.6,2512.6,2332.6,1982.6,1746.8,1498,1354.2,1334.2,1356.8,1299.6,1259.8,1201.4,1126.75
"Cook Islands",47,"Chillies and peppers, green",401,"ag_Prod_t",51,"cok",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3.4,3.8,4.4,3.6,2.8,2,2,2.6,2.8,3,2.8,3.4,2.4,2.2,2,1.8,1.2,1.4,1.6,1.8,2,2
"Cook Islands",47,"Coconuts",249,"ag_Prod_t",51,"cok",12800,12200,11660,11060,10860,10460,10760,10500,10700,11100,10700,10000,9900,9100,7700,7900,7100,6060,5260,4960,4360,4060,4000,4100,4400,4400,4687.6,4848.8,4948.8,4948.8,4388.8,3761.2,3170,2710,2110,2070,2044,2040,1880,1850
"Cook Islands",47,"Coffee, green",656,"ag_Prod_t",51,"cok",10,10,10,8.4,7,5.4,3.8,2.2,2.2,2,2,2,2,2,2,1.8,1.6,1.6,1.6,2.2,2.8,4.2,6.8,10.4,12.4,13.6,13,10.8,7.8,5.8,4.4,3.4,2.6,1.6,0.6,0,0,0,0,0
"Cook Islands",47,"Fruit Fresh Nes",619,"ag_Prod_t",51,"cok",480,450,410,404,390,324,300,307,321,334,340,345,350,355,360,365,370,375,380,385,390,378,350.4,323.4,297.8,284.6,272.6,279,287,294.4,285.6,297,307.6,311.2,306,310.4,296,277.2,260.4,256
"Cook Islands",47,"Grapefruit (inc. pomelos)",507,"ag_Prod_t",51,"cok",760,770,780,860,740.4,610.4,520.4,410.4,250.4,230,210,200,200,200,200,200,200,190.2,183.2,174,170.6,166.6,166.4,133.4,102.6,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cook Islands",47,"Lemons and limes",497,"ag_Prod_t",51,"cok",497,557,617,611,551,444,384,334,340,360,400,428,442,452,452,422,394,350,300,250,200,144,99,60,31,12.2,9.4,5.8,6.4,7.2,7.2,7.2,7,6.8,8,10.2,11.2,12.2,13,12.5
"Cook Islands",47,"Mangoes, mangosteens, guavas",571,"ag_Prod_t",51,"cok",1864.4,1881.8,1911.8,1937.8,1937.8,1937.4,1960,2000,2060,2140,2200,2250,2270,2270,2260,2280,2290,2177.8,2098.4,2048.4,1948.4,1788.4,1640.6,1360,1460,1640,1727.4,1943,2282.2,2022.2,1602.2,1264.8,914.8,524,344,281.2,273.2,253.4,242.8,228.5
"Cook Islands",47,"Oranges",490,"ag_Prod_t",51,"cok",4750,4270,4030,3949.6,4003.6,3375.2,3156,2648,2562.8,2021.6,1610,1289.2,1197.2,762.8,660,580,500,430,420,420,450,440,430,390,360,290,250,204,180,151.4,128.4,113.4,95.4,85.6,84.2,84.6,84.4,85,81.2,76.5
"Cook Islands",47,"Papayas",600,"ag_Prod_t",51,"cok",36,40,46,54,70,94,124,168,224,290,358,438,482,530,520,619,679,699,778.2,888.2,899.2,959.2,1139.2,1300,1510,1760,1701.6,1524.4,1344.4,1146,861,809.4,834.4,835.8,794.2,747,738.6,708.8,641.2,601.5
"Cook Islands",47,"Pineapples",574,"ag_Prod_t",51,"cok",1537.6,1601.6,1643.8,1938.4,1901,2143.2,2109.4,2103.2,1895.2,2062.4,1972.4,1950,1860,1710,1470,1210,960,700,480,370,430,420,420,410,360,176,106,76.6,62.6,48.8,37.8,30.8,23,19.6,18.4,19,21.4,23.8,26.2,26.5
"Cook Islands",47,"Roots and Tubers, nes",149,"ag_Prod_t",51,"cok",4156.2,4496.2,4836.2,4870.2,5300,5400,5500,5600,5700,5760,5780,5760,5700,5600,5500,5400,5300,5200,5120,4960,4320,3665,3005.6,2321.8,1713.6,1660.6,1639.4,1629,1657.8,1718.4,1708.6,1721.2,1746.8,1747.4,1729.8,1771.6,1738.2,1730.8,1693,1697.75
"Cook Islands",47,"Sweet potatoes",122,"ag_Prod_t",51,"cok",1460.4,1430.4,1400.4,1310.2,1300,1310,1310,1320,1400,1410,1430,1460,1460,1500,1530,1560,1580,1640,1660,1678,1788,1758,1698,1618,1520,1360,1352.6,1369,1279,1209.6,1039.6,849.2,650.6,582.6,552,559.2,586,627.4,648.4,635.5
"Cook Islands",47,"Tangerines, mandarins, clem.",495,"ag_Prod_t",51,"cok",4273.6,5267.2,5495.6,5916.4,5872,5038.4,4104.8,3916.4,3415.6,2800,2500,2200,1760,1340,980,600,300,140,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cook Islands",47,"Tomatoes",388,"ag_Prod_t",51,"cok",106.4,95.4,103.4,117.2,129.2,154,164,200,230,266,286,306,306,306,300,300,304,314,330,360,368,354,334,398,348,380,437.6,499.6,439.6,463.2,458.2,400.6,338.6,308.6,295,250,248.6,250.8,234.2,230.25
"Cook Islands",47,"Vanilla",692,"ag_Prod_t",51,"cok",2,2,2,2,2,2,2,2.2,2.4,2.6,2.8,3,3,3,3,3,3,3,3,2.8,2.4,2.2,2,1.8,1.6,1.8,1.4,1,0.6,0.4,0,0,0,0,0,0,0,0,0,0
"Cook Islands",47,"Vegetables fresh nes",463,"ag_Prod_t",51,"cok",719,745,773,830.4,902.4,1004,1164,1200,1176,1134,1054,916,900,910,920,930,940,950,960,970,980,936.2,860.4,789,715,640.2,613.4,621,633.8,660.8,691.8,741.2,775.6,804.8,953.8,1095.4,1259.4,1437.2,1565.2,1581.5
"Cook Islands",47,"Watermelons",567,"ag_Prod_t",51,"cok",45.2,47.8,50.2,52.8,55.2,57.8,60.2,62.8,65.2,67.8,70.2,72.8,75.2,77.8,80.2,82.8,85.2,87.8,90.2,93.2,115.6,127.6,134,135,131,151,170.6,208.8,228.8,250.6,223.6,184,129.4,99.8,77,60.6,65,69,69.6,68.25
"Costa Rica",48,"Avocados",572,"ag_Prod_t",51,"cri",18940,20620,22360,23860,24860,25300,25900,26400,26900,25955,25067.6,24037.6,22907.6,21677.6,21792.6,21850,21880,22110,22371,22641,22931,23211,23311,23480,23640,23580,23500,23600,23956.2,24155.2,24555.2,25839.8,26212.8,25960.8,25961.8,25151,23659.8,23536,24023.6,23779.5
"Costa Rica",48,"Bananas",486,"ag_Prod_t",51,"cri",1179536.6,1217398,1232274,1219704,1194642,1173354,1173964,1151330,1142158,1147882,1142362,1145220,1125294,1116282,1114142,1115482,1184158,1330580,1455334,1610812,1762384,1843984,1920384,2037384,2098784,2200600,2286800,2298600,2249800,2199400,2142400,2095800,2034600,2076000,2096822,2045376,1939524,1933432,1867256,1814292.5
"Costa Rica",48,"Beans, dry",176,"ag_Prod_t",51,"cri",12295.8,11986.6,12506.8,13964.2,13935.4,14531.2,14045.4,13421.2,12636.6,12979.8,12955.6,14710.6,16837.8,19987.6,23057.6,25863.8,28654.6,31078.6,32324.4,33213.2,34301,34558.4,34375,31598.6,27280.8,23165.2,19595.2,16173.8,15182.6,14923.6,15384,13981.4,12754.6,11891.6,11042,9587.8,9277,9822.6,10755.2,11334.75
"Costa Rica",48,"Berries Nes",558,"ag_Prod_t",51,"cri",0,0,0,0,0,0,0,0,0,0,0,0,238,588,1268,1948,2548,2860,2760,2280,1857.2,1457.2,1107.2,1057.2,1057.2,1000,1278.4,1621,1621,1621,1621,1342.6,1000,1000,1000,1000,946.4,914.6,894.2,867.75
"Costa Rica",48,"Cabbages and other brassicas",358,"ag_Prod_t",51,"cri",6280,6400,6560,6800,7080,7380,7680,7920,8080,8220,8340,8460,8580,8700,8800,8910,9014,9114,9214,9314,9404,9500,9600,9706.8,9646.8,9646.8,9438.2,9299,9383.4,9487,9499.2,9809.8,10212.2,10311.8,10625.2,10949,10612.6,10049,9380,8903.75
"Costa Rica",48,"Cassava",125,"ag_Prod_t",51,"cri",8753.4,9343.8,9987.2,10965.2,12018.6,12801,13498.6,14805,15925.4,17296.6,18742.4,19951.2,21242.2,23431.4,27239.6,33019.6,40906.8,74000,137000,188000,224600,272700,305700,283700,263660,281109,300009,284209,324209,362849,369320,356480,371120,361980,363970,373850,398430,434410,459877.2,475359
"Costa Rica",48,"Chillies and peppers, green",401,"ag_Prod_t",51,"cri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1193.2,2993.2,4593.2,6293.2,5893.2,5433.2,3768.2,2293.2,752.2,695.6,781.6,859.2,948.2,1021.4,1127.8,1142.6,1209.2,1238.8,1218,1187.4,1166.6,1080.4,1046
"Costa Rica",48,"Cocoa beans",661,"ag_Prod_t",51,"cri",5580,5803.8,6285.6,5996.6,6535.4,7291.6,8180.8,7912.2,7751,6921.2,5277.2,4032,3869,3630.6,3640,4003,4029.2,3839,3747.6,3629.2,3394,2940,2640,2360,1920,1529.8,1307.4,1049,790.6,772.2,744,708,635,583.4,552.8,529.8,518.2,582.6,630.6,649.5
"Costa Rica",48,"Coconuts",249,"ag_Prod_t",51,"cri",18560,20160,21540,22920,24300,24500,24640,24740,25040,25400,25600,26060,26460,26720,26920,27220,27340,27500,27640,27880,25580,23260,20900,18500,16000,16000,16300,16797.6,17197.6,17797.6,18497.6,19495,20997.4,18997.4,16797.4,14497.4,11600,8000,8000,8000
"Costa Rica",48,"Coffee, green",656,"ag_Prod_t",51,"cri",84319.8,84267.4,85678.6,84165.4,85844.6,86410.2,89267.8,94496,100759.6,106340.4,111432.2,119088.6,122610.8,125635.8,130218.4,134396.8,138425.4,143845.4,149800,155800,158205.4,156405,156197.2,155423.4,148226.4,147318,147292,149558.8,148790.4,150562.2,146537,142163.4,135018.2,125168,121204.8,117144.8,110225.4,104552.6,104326.8,100144
"Costa Rica",48,"Fruit Fresh Nes",619,"ag_Prod_t",51,"cri",16508,17380,18900,20400,22200,23400,24200,24800,25400,26120,27120,27920,28920,29920,30200,30900,33100,35500,39900,45300,53516.4,62316.4,75916.4,91316.4,108316.4,126000,146200,154400,163000,152800,149000,145600,159200,172600,209000,235200,247800,257097,265797.8,263747.25
"Costa Rica",48,"Ginger",720,"ag_Prod_t",51,"cri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,900,1391.6,1868.6,2780.6,4460.6,8092.6,9999.6,12629.6,15980.6,14145.6,10771.2,9205.2,6898.2,3582.4,3604.6,3707,3720.2,3129,2373.8,2406.4,1884.4,1379.2,1463
"Costa Rica",48,"Grapefruit (inc. pomelos)",507,"ag_Prod_t",51,"cri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,5618.8,8518.8,12247.8,15247.8,15701.4,15982.6,16885.4,16356.4,17142.2,17463.6,17947.6,17619.6,17901.8,18214.4,18242.2,18923.2,19038.4,18564,17620,17642.6,17249,17073.75
"Costa Rica",48,"Groundnuts, with shell",242,"ag_Prod_t",51,"cri",0,0,0,0,0,0,0,0,0,0,73.8,139.8,477,585.8,620.2,580.4,550.4,261.2,190.4,194.8,208,212,206.2,208.6,211.2,215.8,229.2,229,234.6,232.6,220.8,213.6,219.8,213.4,219,221,213.2,204.2,208.4,204.25
"Costa Rica",48,"Lemons and limes",497,"ag_Prod_t",51,"cri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,500,525,575,625,725,1547.8,3422.8,5272.8,7042.8,8762.8,12640,16322.4,19522.4,21959.2,24608.2,25059.2,24984.2,24730.25
"Costa Rica",48,"Maize",56,"ag_Prod_t",51,"cri",71900.6,68654.4,67949,72268.8,74027.4,73389,75861.2,77370.6,75595.4,75114.8,81480.6,87478.4,96147.6,103630.6,112570.6,113388,109360.2,98928,85179.6,67657.8,55239.8,45597,37659.2,33324.2,32111.8,29703,28427,26765.4,23357.6,19011.8,17127.4,14030,12974.2,13023.6,14600.8,14225.2,16467.4,17575.8,18738,18551
"Costa Rica",48,"Mangoes, mangosteens, guavas",571,"ag_Prod_t",51,"cri",0,0,0,0,0,0,0,0,0,0,0,0,1000,2000,3200,4600,6000,6600,8050,9625.4,11161.8,12785.4,14498.4,16143.4,15654.8,14333.6,13937.8,17184.8,19489.8,24403,29987.8,35560,37200,39000,41640,42196.4,41719.8,41228.2,40873,38791.25
"Costa Rica",48,"Manila Fibre (Abaca)",809,"ag_Prod_t",51,"cri",970,980,990,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,979.2,904.2,825,845,814.6,831.2,943.6,1076.6,1130.6,1239.4,1364,1487.2,1511.4,1535.4,1477,1376.6,1236,1178,1100,1117,1106.8,1128.6,1135.75
"Costa Rica",48,"Natural rubber",836,"ag_Prod_t",51,"cri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Costa Rica",48,"Nuts, nes",234,"ag_Prod_t",51,"cri",0,0,0,0,0,0,1,5.4,19,61,141,290,385.6,502,640,800,850,1180,1380,1560,1720,1920,1890,2160,2400,2531.2,2544.4,2462.4,2090.4,1835,1943.2,1772.8,1661,1638.2,1562.6,1050,933.6,853.8,776.2,634
"Costa Rica",48,"Oil palm fruit",254,"ag_Prod_t",51,"cri",75400,85400,94400,103400,112400,119600,128400,137700,152000,168800,182200,196230,200139.4,207929.4,215288.6,232998.2,238495.6,269806.2,296594,320812.8,332903.2,377495.4,408975.4,421497.6,447919.6,463919.6,467400,491223.4,540040.2,556480.2,583880.2,619480.2,653656.8,694928.8,745688.8,802128.8,847678.8,875078.8,910590,931987.5
"Costa Rica",48,"Onions, dry",403,"ag_Prod_t",51,"cri",2733.6,2704.6,2779.4,2965.2,3170,3113.8,3256.8,3516.2,3374.4,3391.2,3633.6,3919.8,4537.2,5404,5994.4,7081.8,9159.2,10939.8,13570,16720.4,19966.8,22591.2,22590,21785.2,19877.4,17433.2,16069,15930.2,19239,22338.2,24932.2,27416.8,30845.2,34941,36673.6,38922,39212.8,39683.4,36303.4,36112.5
"Costa Rica",48,"Oranges",490,"ag_Prod_t",51,"cri",60420,62020,63800,65800,67900,69900,71700,73100,74300,75200,75900,76600,77600,78600,79500,80400,81500,87638,98038,108538,124138,133452.6,141314.6,147714.6,180611.2,214497.6,245222,296222,350534.8,364238.2,371751.8,404546.4,400087.2,402534.4,413934.4,396134.4,362198.4,336057.6,278178.8,241723.5
"Costa Rica",48,"Other melons (inc.cantaloupes)",568,"ag_Prod_t",51,"cri",0,0,0,0,0,0,0,0,0,0,400,800,1200,2000,4000,7600,13290,22610,31800,47171,60595.8,78505.8,88785.8,100795.8,110840,125128,130928,146328,162512.4,172887,185717.4,201317.4,214698,234780,250364.4,247643.2,241956.2,232959.8,206855.4,191851.5
"Costa Rica",48,"Papayas",600,"ag_Prod_t",51,"cri",2677.2,2757.2,2837.2,2897.2,2957.2,3000,3020,3060,3120,3200,4149.8,5029.8,5889.8,6729.8,7549.8,8400,11940,13727.2,17131.2,19831.2,25983.6,33076.6,40989.4,47285.4,54285.4,48885.8,43391.8,37949,32196.8,26288.4,29360.6,29484.6,30840.4,31610.6,34527.4,41742.4,47811.4,53658.4,59600.4,64240
"Costa Rica",48,"Pepper (Piper spp.)",687,"ag_Prod_t",51,"cri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,347.6,737.6,1171.6,1562,1776.8,2003.2,2013.2,1979.2,1689.6,1413.6,1088.2,739.8,396,543.2,622.4,572.6,720,862.8,813.8,829.8,1013,1022,1028.75
"Costa Rica",48,"Pineapples",574,"ag_Prod_t",51,"cri",5983,6603,7203,7793,8393,8560,8720,8940,9420,9580,11070.8,14111.6,17663,29724.4,45624.4,66373.6,152532.8,231781.4,301520,381700,455700,483888.6,484084.6,514814.6,545198.2,577398.2,629803.4,725532.4,800882.4,870898.8,937545.4,981411.6,1121834.6,1327784.6,1438812.6,1575472,1696420,1770724,1828486,1898822.5
"Costa Rica",48,"Plantains",489,"ag_Prod_t",51,"cri",63082.4,65582.4,67918.8,70000.4,70874.2,69573,71850,76502.4,81293.6,86992.2,90297,90173.2,87853.2,85946.6,82816,81151.4,70358.2,60297.4,53443.2,46381.4,39530,42880,45939,46613,47718,48852,54187.8,56975.4,63576.2,64902.4,66861.8,66819,64380.4,63320.6,68789.4,72681.2,70678.2,79642.2,82315.2,81294
