# ../aglu-data/level1//L100.FAO_ag_Prod_t.csv
# Written by LA100.FAO_downscale_ctry.R
# Mon Mar 12 09:47:01 2018
# " FAO agricultural production by country / item / year "
# " Unit = t "
"countries","country.codes","item","item.codes","element","element.codes","iso","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"Albania",3,"Seed cotton",328,"ag_Prod_t",51,"alb",16127.8,17154.8,18207.8,19700,20740,21260,21889,20989,20929,20709,19389,18720,20720,21580,22000,21600,21000,18200,13400,9000,6240,2878,536,432,388,516,644,774,838,842,864,900,918,958,978,928,917.8,885.4,849.2,836.5
"Albania",3,"Sorghum",83,"ag_Prod_t",51,"alb",24978.6,23966.8,23256.6,25080,27480,28200,28800,29200,30000,30000,31000,32000,33000,34200,35240,35320,35440,33440,28240,23128.2,16048.2,8928.2,3928.2,1928.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Albania",3,"Sour cherries",530,"ag_Prod_t",51,"alb",7100,7300,7400,7600,7700,7900,8100,8140,8280,8300,8140,7860,7780,8320,8520,8780,9620,10460,9680,9140,9080,8620,7920,8085.6,8552,8594.8,8454.8,8514.8,8918.4,9812,11109.2,11849.2,12989.2,13640,13600,13336.6,14012.4,14212.4,14892.4,15365.5
"Albania",3,"Soybeans",236,"ag_Prod_t",51,"alb",0,0,0,0,0,0,0,1200,2500,4000,5400,6900,7300,7800,7500,8300,9200,9000,7702.6,6794,4728.2,2354.2,985.8,538,291.8,187.4,401.4,489.8,595,629.8,700,540,560,480,480,500,520,480,520,550
"Albania",3,"Spices, nes",723,"ag_Prod_t",51,"alb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,64,264,344,374,364,357.2,178.2,113.4,103.4,123.4,126.2,145.2,190,234.2,262.4,290.5
"Albania",3,"Spinach",373,"ag_Prod_t",51,"alb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,1380,2300,3340,4520,4900,5260,5540,5700,5700,5780,6120,6260,6460,6480,6540,6502.2,6362.2,7402.2,8317.6,9771.2,11309,12636.25
"Albania",3,"Sugar beet",157,"ag_Prod_t",51,"alb",131044.2,138949.8,145641.8,148400,141400,139000,173428.2,199048.2,231928.2,272768.2,306768.2,308340,298320,276040,250600,211600,2e+05,188200,161200,132091.6,112456.6,72056.6,51652,54870,55767.8,61550.8,57530.8,52535.4,45417.4,43068,39920,39940,39540,41840,42000,42000,42000,42000,40000,40000
"Albania",3,"Sunflower seed",267,"ag_Prod_t",51,"alb",17122.6,18859.6,21630.8,24820,29020,32420,34600,33892,33392,32952,36352,38172,39660,39860,38000,30800,26574,22774,17231.4,13220.8,10154.6,5580.6,2510.4,1850.2,1596.2,1792.8,2132.8,2383,2625.8,2710.4,2443.8,2343.8,2163.8,2063.8,2023.8,2200,2220,2340,2500,2525
"Albania",3,"Tangerines, mandarins, clem.",495,"ag_Prod_t",51,"alb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,332,546,746,966,1394,2221.4,3127.4,3659.25
"Albania",3,"Tobacco, unmanufactured",826,"ag_Prod_t",51,"alb",12860.6,13525.8,13893.8,13960,13760,13560,14600,15400,16340,17240,17940,17940,18340,19600,21100,20400,20400,19220,15820,13319,13216.6,10187.6,8515.8,8383.6,7455.4,6237.6,6926.6,7018.4,6470.6,5419.8,4223.2,3183.2,2323.2,2003.2,1663.2,1640,1540,1500,1480,1625
"Albania",3,"Tomatoes",388,"ag_Prod_t",51,"alb",37800,38400,39000,39600,40400,41200,41800,42400,43200,44000,44500,45500,46300,46700,47060,47360,49760,52360,55760,68200,82878.4,96478.4,114478.4,137678.4,145678.4,152600,159200,161600,159779,162179,161179,159579,157579,156370.6,155970.6,158270.6,160345.8,169802.4,177831.8,182289.75
"Albania",3,"Vegetables fresh nes",463,"ag_Prod_t",51,"alb",168204.8,185000,185000,195000,206000,218000,229600,247400,259400,269400,283180,291580,297580,305780,312420,296720,297920,255320,201120,146540,108740,52160,39100,29100,21880,11600,6980,2840,2840,200,400,600,800,1500,3600,8008,11200.8,13990.6,16490.6,17738.25
"Albania",3,"Vetches",205,"ag_Prod_t",51,"alb",2580,2560,2500,2520,2760,3000,3180,3400,3560,3540,3540,3520,3500,3500,3440,3400,3480,3320,3040,2880,2580,2089.6,1869.6,1803.2,1607.2,1567.2,1621.6,1661.6,1612,1667.2,1667.2,1745.8,1830,1866,1826.8,1842.2,1793.4,1729.2,1748.8,1786
"Albania",3,"Watermelons",567,"ag_Prod_t",51,"alb",13680,14680,15940,17340,18340,19400,20200,20200,20200,21200,22940,23940,24340,24340,23140,21120,21320,32320,42320,59520,80800,109400,130000,166000,185000,202000,212000,226000,231400,250000,248800,245668,236468,214889.4,194289.4,182064.4,180282.4,179355.2,186533.8,185667.25
"Albania",3,"Wheat",15,"ag_Prod_t",51,"alb",268838,286802.6,303486.2,348600,389600,421000,453106,490286,491026,497826,516426,538320,559740,577200,591000,601800,604400,606400,550668,482440.4,447940,409340,367808.4,362570.4,389876.2,375990,346390,333541.6,335751.6,317133.4,290100,286380,270160,259900,250740,265760,281700,288680,301060,313950
"Algeria",4,"Alfalfa for forage and silage",641,"ag_Prod_t",51,"dza",0,0,0,0,0,0,0,0,0,0,0,0,19000,41000,57600,65600,73400,61800,49400,44000,44600,44400,52400,50600,47400,46800,47600,40600,41600,42400,43400,44000,44600,45000,45400,45600,46200,46800,47200,47500
"Algeria",4,"Almonds, with shell",221,"ag_Prod_t",51,"dza",3085,3505.2,3904.4,5132,5315.8,5125.8,4938.6,4719.4,4663.8,5058,5838.2,6607.2,7817.4,7843.4,8166.6,8683.2,9675.6,10032,11573.6,13503.2,16505,17838.6,19465.8,23024.4,23323.4,22714.6,24013.8,25336.6,23664.2,26242.4,28561,31037.6,34816.8,40511.6,40876.2,42133.6,44015.2,42776.2,42111.8,44112.25
"Algeria",4,"Apples",515,"ag_Prod_t",51,"dza",11965,12503.2,14238.2,14461.8,16001.6,17104.6,16922.2,16970.8,18723.2,19782.6,21450.4,26489.6,30606,34068.6,37911,41123.8,43632.4,42940.6,44366.2,48025.4,52711.2,52291.6,57331.4,62539.8,63248,65643.2,73247.4,79722.8,85929,97031.6,109063,124673.8,145312.8,180981.2,194775.6,219860.6,240280,276063.6,309415.2,339266.5
"Algeria",4,"Apricots",526,"ag_Prod_t",51,"dza",13110.8,13274.2,14981.2,16128,19071.8,21257.2,24637,24747,29062.8,31520.6,39260.8,44150,47974.6,46898.8,46205.6,40601.8,38859.2,37373.4,41819.4,42690.4,50027.8,49380.6,50631.4,54778.8,54591.8,52376.4,58666.6,61690.8,59235.6,66012.2,75684,78454.2,96202.8,116061.4,124602.4,137790.4,160753.4,171934,179530.6,195303.75
"Algeria",4,"Artichokes",366,"ag_Prod_t",51,"dza",32409.2,32337.2,29923.6,27798.6,27604.8,25855.8,24409.8,21780.6,16521.6,13716,11346.8,8990,6825.6,6111.8,6559.8,6055.4,5485.6,6115.6,6159.2,6480.8,6205.6,5820,6003.8,8943.2,13636,21706.6,26595.6,33057.8,36219.2,36898.6,34797.8,38863.4,38373.4,36451,34132.4,34046,31861,32295,35016,38056
"Algeria",4,"Bananas",486,"ag_Prod_t",51,"dza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.8,130.4,132.6,172.6,220.4,200.2,209.2,272.8,291
"Algeria",4,"Barley",44,"ag_Prod_t",51,"dza",485489.4,458498.4,492754.8,536135.6,459398.4,464017.6,489050,499344,486569.6,531196.4,541154,550377.2,657575.2,769175.2,836465.4,825046.8,882483.2,783127.2,928559.2,1044238.4,1047911,936748,887064,885116,643636.4,702031.8,757218.4,672879.8,427766.6,472810.6,577206.6,717526.6,891433.2,1023678.4,1177788,1012576.4,1210928.4,1304364.4,1327188.4,1362320.5
"Algeria",4,"Beans, dry",176,"ag_Prod_t",51,"dza",2296.4,2712.2,3100,3012.2,2625,2441.4,1797.4,1237.6,1022,837.8,704.8,730.4,775.2,788,860,853.4,800.2,794.4,683.6,642.8,640.6,597.8,484.2,499,489,587.6,706.6,728.8,763.4,807,810.4,938.8,988.2,1024.4,1035,924.6,840.2,875,852,835.75
"Algeria",4,"Beans, green",414,"ag_Prod_t",51,"dza",6799.8,6638.4,6642.2,6878,7121.8,7247.4,7165.6,6950.2,6914.8,7111,7719.2,8503,9452.4,10712.8,12182.8,13532.8,14843.6,15994.2,16859.8,17974,19636.2,20428,21134.6,21667.2,22064.6,21575.6,22735.6,23750,25457.4,26677.8,30357.4,33316.2,34864.6,36060.8,38375.2,38263.2,39062.4,43105.4,48203.8,49924.25
"Algeria",4,"Beets for Fodder",647,"ag_Prod_t",51,"dza",0,0,0,0,0,0,0,0,0,0,0,0,726,4290,7530,7998,8308,7802,4638,2308,3292,3552,3992,4292,4082,3370,3540,3640,3700,3760,3800,3840,3860,3880,3920,3940,3960,3980,4000,4000
"Algeria",4,"Broad beans, horse beans, dry",181,"ag_Prod_t",51,"dza",18586.6,20251.4,23651.2,25475.6,27666.8,30021,30943.2,29751.6,28171.8,26336,24566.2,24317.6,24980.8,27880.8,30570,29448.4,28850.6,25777.8,24086.4,23720.6,24680.8,23878.4,24924.2,25802,21385.2,21595.4,22107.6,20395.8,17250,20023.2,21892.8,23962.2,26760.4,27374,28382.2,26946.4,27834.8,29781.6,32322,33409
"Algeria",4,"Cabbages and other brassicas",358,"ag_Prod_t",51,"dza",0,0,200,600,1400,2300,3280,4240,5106,5420,5838,7092,7878,9152,10524.4,12448,13740.6,14448,14937,17568.4,18449.6,19655.6,21468,23170.6,22257.6,22010.4,21672,20929.4,21074.4,21824.2,23908.4,27975.2,30954.4,33890.2,37639.8,39000.8,39897.4,43391,46578.6,47343
"Algeria",4,"Carobs",461,"ag_Prod_t",51,"dza",17167.4,15830,14641.6,13016,11541,10090.8,9054.2,6793.8,5358,4002.6,2953.4,1962.2,1901,1950.6,2205.8,2398.2,3111,3477.8,4221.2,4179.6,4345.2,3810.8,3655.8,3168.8,3095.2,3052.8,3286.6,3495.2,3778.6,4217,4241,4252.2,4062.4,3876.6,3785.8,3651.8,3490.4,3627.8,3685.6,3572.5
"Algeria",4,"Carrots and turnips",426,"ag_Prod_t",51,"dza",25267.8,25540.2,26085.4,26388.4,29575.4,31654.6,35053.4,36951.4,39693,40111.4,42705,47125.8,60177.2,80457.2,99335.2,117437.2,134768.6,133397.4,128489.6,133372.2,131770.4,132826.2,139134.8,141431.4,134680.4,137217.2,132508.8,135740.6,141259.8,147906.2,151821.2,164469.2,167457.8,182088.8,200911.8,219567.8,234173.6,266229.8,295370.8,306019.75
"Algeria",4,"Cauliflowers and broccoli",393,"ag_Prod_t",51,"dza",0,400,1200,2400,4000,6000,7880,9560,11086,11841.8,12567.8,13456.8,13864.8,15199.4,17364.8,20546.4,23282.6,25396.2,26265,29365.8,31180.2,33106,36253.2,39083.8,40121.2,40147.2,40394.6,41010.2,41330.6,42173.6,45460.2,47944.8,49476.6,53221.4,56055.4,58609.8,64422.8,71712.6,78387.4,82563.75
"Algeria",4,"Cherries",531,"ag_Prod_t",51,"dza",60,180,380,680,1065,1306.2,1476.2,1710.2,1911.8,1847,2148.2,2382.8,2559,3151.8,3578.2,3719.8,4087,4013.6,3538.2,3604.8,3872,3582.6,4105,4128.2,3984,3492,3664.6,3439,3396.8,3603,3600.8,3457,3239.6,3640.2,3101.2,3494.8,4031.4,4695.2,5054.6,5898
"Algeria",4,"Chick peas",191,"ag_Prod_t",51,"dza",11002.6,11924.2,14728.6,17651.4,20909.8,22804.8,22819.8,21034.2,19319.6,16040.8,13686.8,12870.6,12960.6,13247.2,16567.6,17519,19095.4,18792,19981.6,20034,22088.4,21074.4,21265,21323.2,19328.4,17979.6,17514.8,15702,13268.8,13031.4,13223.2,13882.6,15295.8,15374.6,15239.2,13661,13955.6,15904.2,19163,20380.25
"Algeria",4,"Chillies and peppers, dry",689,"ag_Prod_t",51,"dza",3900,3900,4000,4000,4200,4540,4820,5000,5280,5360,5440,5560,5700,5840,6000,6140,6220,6300,6400,6500,6600,6720,7030.8,7130.8,7230.8,7330.8,7410.8,7300,7380,7460,7520,7270.2,7310.2,7671.2,7413.4,7453.4,7959.4,8736.4,9558.2,10370
"Algeria",4,"Chillies and peppers, green",401,"ag_Prod_t",51,"dza",16800,20400,24000,27800,32000,36200,40600,44800,49483.6,50665.2,54042.8,57932.4,70941,85847.8,110671.4,136832.8,160826.6,168968,173741.2,171686.2,166971.2,158341.2,156502.2,153966.8,160157,157726.4,159583.6,164627.2,167501.4,162894.6,173147.6,195098.4,209866.6,233141.8,253219.2,267652.2,278380.6,305263.8,330086.2,345594
"Algeria",4,"Citrus fruit, nes",512,"ag_Prod_t",51,"dza",0,0,0,0,0,0,0,0,0,0,0,0,6,14,30,60,100,154,208,256,291.6,317.6,324.8,332.8,332.2,340.6,359.6,368.4,380.8,408.2,412.2,418.8,422.8,418.4,393.4,395.4,395.2,423.2,453.2,484.25
"Algeria",4,"Clover for forage and silage",640,"ag_Prod_t",51,"dza",0,0,0,0,0,0,0,0,0,0,0,0,21000,35400,46200,50600,54000,35000,22800,16800,14400,12460,11660,12860,11460,13060,15200,18000,18600,19200,20000,20800,21200,22000,22800,23200,23600,24000,24000,24000
"Algeria",4,"Cucumbers and gherkins",397,"ag_Prod_t",51,"dza",0,0,0,400,1000,2000,3400,5200,6650,8224,10808.8,12875.2,18118.4,23914.4,30346.4,35467.6,42082,40794,40143.6,38864.6,36645.8,34658.8,37798,39280.4,39023.8,40933.2,42105.2,43778.2,47178.6,53621.8,59593.2,68697.4,77677.4,84488.2,89435.2,92811.2,112419.2,115979.8,117290.6,123537.5
"Algeria",4,"Dates",577,"ag_Prod_t",51,"dza",137709.8,138938,159394.8,158003.4,149502.8,159966.8,168059.8,171901.2,183556.6,201342.2,198426.4,193360.2,192969,191667.8,195247.8,198152,203639.4,205060.8,209119.2,216342.2,229452.6,250862,266711.6,297020.6,305516.2,330656.4,352736.2,368828.4,384167.4,407254.2,428235,431238.4,461373.8,472145,493843.8,505953.4,537572.6,563262,603024.4,622050.25
"Algeria",4,"Eggplants (aubergines)",399,"ag_Prod_t",51,"dza",0,0,0,0,400,1000,1760,2620,3554,4504,5081.4,6476,7894.4,10230.4,12770.4,15475,18663,20707.4,21015.4,21017.8,20954.4,23208.4,25439.6,27479,30206.2,32594.4,31815.6,32942.8,33812.6,35781,37120.4,39776.6,40707,45107.4,48199.4,51405.6,57195,66719.4,76831.8,81439.75
"Algeria",4,"Figs",569,"ag_Prod_t",51,"dza",51361.8,62076,71070.8,76769.6,79665.6,79219,81557.8,76362.8,74554.6,64888.2,60030.4,48251.2,46202,46425.8,52384.2,53014.4,61538.4,61383.6,55324.8,60949.6,68352.6,63435,63758.6,66875.8,58940.4,50339.2,51314.6,50178.2,46951,49740.4,53951.8,56818,59912.6,70125.2,70763,73856.8,77629,88421.2,100035.8,109074
"Algeria",4,"forage Products",651,"ag_Prod_t",51,"dza",0,0,0,0,0,0,0,0,0,0,0,0,1370600,2500200,3570400,4232400,5252200,4291400,4274000,4085800,3937800,3338000,3577600,3491400,3309400,3495400,3815400,3906000,3640000,3700000,3780000,3820000,3860000,3900000,3940000,3960000,4020000,4080000,4120000,4150000
"Algeria",4,"Fruit Fresh Nes",619,"ag_Prod_t",51,"dza",8870.2,12156.6,13981.2,14617.6,15173.6,14277.6,11446.6,10042,9616.8,9786.4,10183.8,10432.2,12261.6,13844,16413.2,18148.2,19295,20145.6,20431.2,20116,21621.6,24198.6,25515.2,28885,31806,32409.8,33505.8,35314,35031.8,38451,43164.6,48041,54216.2,63638.8,68328.4,72686.4,77949.6,82977.6,86188.2,88759.5
"Algeria",4,"Fruit, tropical fresh nes",603,"ag_Prod_t",51,"dza",15,14,14,13,10,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Algeria",4,"Garlic",406,"ag_Prod_t",51,"dza",0,200,600,1200,2200,3600,4980,6360,7756,8599,8752.2,9391.6,11264,12424.6,14107.4,16283.4,19954.6,20653.2,22649,24289.8,27420.6,27503.2,29207,29803.2,29941.8,29013.4,28952.6,30018.8,30955.8,32863.2,35332.4,39884,42050.2,46067.2,49771.2,52555.4,54077.8,57688.6,60186,61586.75
"Algeria",4,"Grapefruit (inc. pomelos)",507,"ag_Prod_t",51,"dza",4152.4,4069.4,4093.6,4441.4,4417.4,4516.8,4495.8,4497.6,3886.8,3301.2,3233,2970.8,2366.4,2269.6,2435.4,2286.4,2352.6,2626.4,2546.4,2559.4,2439.2,2303.2,2216.2,2366.2,2206.4,1983.4,1828.8,1607.8,1405.8,1416,1485.8,1512.6,1547,1823.8,1719,1581.2,1454.8,1404.6,1198.6,1245.75
"Algeria",4,"Grapes",560,"ag_Prod_t",51,"dza",1072400,992400,854800,699400,621200,515000,424800,388800,365200,342200,352600,358400,370800,383800,389200,386400,357485.2,316244,273518,262932.6,245263,219436.6,206148,194954,187577.4,174381,181703.2,183156.4,183308.2,191749.6,218009.2,239208.2,265289,305660.8,307781.2,332586,374311,419606.8,470003.2,526254.25
"Algeria",4,"Groundnuts, with shell",242,"ag_Prod_t",51,"dza",0,0,0,0,0,0,0,0,0,0,0,0,0,131.4,329.4,528,853.6,1229,1500.4,2024.4,2476.8,2816.8,3060,3272.8,3027.4,3203.4,3487.6,3647.8,3956.4,4403,4344.4,4248.4,4130.4,3805.2,3545.8,3421.8,3179.4,3194.6,3292,3285.25
"Algeria",4,"Leguminous vegetables, nes",420,"ag_Prod_t",51,"dza",6800,9400,12000,14800,18000,21400,24600,28000,31786,33906,37196,40794.8,56776.2,64522.4,74478.4,81015.4,90444.8,83123,90329.4,97250.6,96504.6,93649.6,100093,99425.6,96201.6,102010.2,109504.6,102945.4,105666,111865.6,126657.4,137549.8,163506,174090.8,181108,201906.6,230936.6,239104.6,245528,264422.5
"Algeria",4,"Lemons and limes",497,"ag_Prod_t",51,"dza",14230.2,13359.2,12150.2,11277.6,10856.6,9943.6,9069,8574.6,8080.6,7930,8079.8,7748.2,7356,7089,7048.6,6817.4,7268.2,8493,9188.8,10709.8,12960.6,15430,16179,17246,17209.2,18421.2,20002.2,22725.2,26146.4,30857.4,33825.8,37193.2,40798,43923.4,45064.6,45730.4,48568.6,49533.6,51079.4,52681.25
"Algeria",4,"Lentils",201,"ag_Prod_t",51,"dza",7197.8,5829.6,6038,6510,6364.6,6972,6840.8,5995.4,4712.8,4097,2545.2,1998,1789.2,1448,1526,1600.8,1500.6,1260,1298.6,1059.2,920.6,771,707.2,685,593.2,557.2,539,487,410.8,411,388.8,438,483.8,523,548.2,666.4,1082.4,1915.8,3185,3841
"Algeria",4,"Maize",56,"ag_Prod_t",51,"dza",5540,5168.8,5224.8,4766.8,4224.6,3352.8,2665.8,1617.8,1520.8,1406.6,1769.8,2662,2617.6,2450.6,2589.8,2429.8,1845.6,1640.6,1452.2,1158.6,803.6,360.6,398.2,387.4,306.4,323.4,393.8,621.2,749.4,865.4,999.6,1028,946.4,1220.2,1381.6,1388.4,1367.6,1338,1046.8,897.5
"Algeria",4,"Maize for forage and silage",636,"ag_Prod_t",51,"dza",0,0,0,0,0,0,0,0,0,0,0,0,10000,24000,35000,43000,50400,43400,36000,29400,23800,20000,19600,23000,28600,36200,43000,51400,52400,53400,54400,55400,55800,56200,56800,57400,57600,57800,58000,58000
"Algeria",4,"Mushrooms and truffles",449,"ag_Prod_t",51,"dza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41.4,64.6,86.6,111,114.2,115.8,117.6,117.6,112.6,113.4,115,116,124,138.6,154.6,169.4,181.6,197.4,207.4,211.4,215
"Algeria",4,"Oats",75,"ag_Prod_t",51,"dza",46283.4,47486.8,55040.6,65172.8,64237,64785.2,70928.6,77051.2,76443.8,78528.2,77218.8,74005.4,73510.2,74141.6,75665,71722.4,70754.4,57471.6,65274,70310,69827.6,60956.4,63316.4,61122.8,45907.8,49458.6,54417.8,45431.8,30729.2,34065.2,40574.4,50374.4,64240.4,73308.2,85056.8,74879.6,76222,88722,96183.4,97169.75
"Algeria",4,"Olives",260,"ag_Prod_t",51,"dza",142984,153782.8,165722,176357.8,165320.4,159191,155995.8,137228.6,135788,141168.4,150549,139571.2,150716,148278.6,153260,154775,152859.4,156609.8,133832,153301.6,165937.8,181519.2,172130.6,217250.2,228041,211638.4,250242.6,267472.2,244873.2,219363.6,228077,249160.8,269036.2,281915,285320.2,302608.2,303884.6,322586.8,353640.2,389812.25
"Algeria",4,"Onions (inc. shallots), green",402,"ag_Prod_t",51,"dza",0,0,0,0,0,0,0,0,0,10,26,46,76,106,126,140,150,144,150,158.6,170.6,180.6,201,207.2,212.6,218.2,231,234.6,245.6,256,258.4,265.4,278.6,281.4,282.2,292.2,304.4,303.2,307.2,315
"Algeria",4,"Onions, dry",403,"ag_Prod_t",51,"dza",54215.2,62302.8,76027.6,79595.4,84469.8,87580.8,94610.8,96900,107624,112082.6,118342.8,134721.8,143978.2,151794.2,169254.8,185028.8,191435.6,193190.4,223719.2,233811,243980.2,248044.2,276255.2,275322.6,295538.6,323838.2,350747.2,351089.6,374211.6,393435,425928.4,481080.6,555032.4,610108.8,685858,726669.2,791058.2,854218.2,913443.6,935156.5
"Algeria",4,"Oranges",490,"ag_Prod_t",51,"dza",350397.8,351418.6,346657,349252.2,346379.6,334738.2,324096.8,312913,287028.2,258630.6,234060.8,211195.4,189040.2,176567.6,173032.8,182261.4,180998,183787,194733,208466.4,216838.8,232090.4,240667.6,243619.4,241888.8,247999,258893.2,273466.6,291538.4,315379.6,337175.4,359135.6,386266.2,415740.2,441425.2,464149,505937.2,535390,560499.4,577895.5
"Algeria",4,"Peaches and nectarines",534,"ag_Prod_t",51,"dza",8456.4,9453.6,11497.6,12355.6,13573.6,13623.4,12919,11584.2,12221.2,12599.2,14158.8,16175.6,17824.4,18948.4,21724.4,23049.6,25679.2,24708.4,26953,28109.2,31610.2,32295.6,36959.2,39396.8,40010,40802.4,45741.2,49838.4,52315,57729,63491.2,67401.4,74585.2,86551.2,88432.6,97391.2,110778.8,124267,135766.2,150914.25
"Algeria",4,"Pears",521,"ag_Prod_t",51,"dza",9773.4,10934.4,13951.4,15563.2,17344,17982.4,17809,16484.4,17383,18053.4,19840,22497,25553.8,26970,30473.6,32711,35770,33986.2,35997.4,37844.8,41242.8,41249,48028,51256.8,51290.6,52953,60644,63808,71175.2,83688,94890.4,105188.4,121991.8,141348.6,147259.2,159421.8,164786,166647.4,164761.4,171113.5
"Algeria",4,"Peas, dry",187,"ag_Prod_t",51,"dza",2180.8,2398.2,2750.6,2914.8,3055.6,3324.8,3413,3241.4,3151.2,2828,2469.4,2457,3081.4,3779.6,4512.8,4503.2,4352.2,3592.8,3223.6,3097,3020,3122.8,3355.8,3344.4,2734,3147,3184,2820.4,2622.8,3224.6,3783.4,4656.8,5406,5747.4,6135.2,5590.4,5310,5564.2,5948,5874.25
"Algeria",4,"Peas, green",417,"ag_Prod_t",51,"dza",0,200,600,1400,2800,4800,7400,10600,14220,15460,16665,18789.8,21221.4,24053.4,28155,30118,30602,29314.8,30597.8,33315.4,36574.6,38897.6,42475.6,42939.6,39352.8,40239.4,41587.4,42742.8,46401.8,53647.8,60732.4,71351.8,83814,87456.2,89304,89523.2,90418.2,93502.2,106202,114044.75
"Algeria",4,"Plums and sloes",536,"ag_Prod_t",51,"dza",8995,8737.6,9276.6,9248.2,9616.8,10324.2,10670.6,10904.8,12372.2,13548.4,15094.2,16619,18108.8,19026.4,20895.4,21472.8,23457.8,22605.8,23654.4,24004.8,25309.8,24550.4,26282.2,26910.2,26326.2,24834.4,25121.8,25313.6,24291,25522,27894.6,30494.6,34467.2,42627.8,45069.6,50331.2,57548.2,64653,68522.8,74995.75
"Algeria",4,"Potatoes",116,"ag_Prod_t",51,"dza",265453.2,299568.4,362172,406031,446808.2,481553.8,502892.4,505998.8,513051.8,501631,505181.2,509094.8,553914.8,610605.4,708507,790138,886094,884862.2,938000.2,988582.2,1021866.2,964913.4,1043205.2,1057735.2,1015734.8,1022690.8,1078757.2,1080295.2,1043741.6,1120932,1276916,1456916.4,1646688.4,1889434,1924112,1982340,2130298,2360988,2723476,3027630
"Algeria",4,"Pulses, nes",211,"ag_Prod_t",51,"dza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,20,30,40,50,59,68,77,85.4,92.4,101.2,106.2,108,105.4,106.6,101.8,119.4,125.2,143.2,160.6,177
"Algeria",4,"Pumpkins, squash and gourds",394,"ag_Prod_t",51,"dza",6000,8200,10600,13000,15400,18000,20400,22580,24454,27542.8,30293.6,31863.6,35891.8,41188.8,44950.8,46706,53598,57844.4,61094.2,67858.4,74233.4,80860.4,84658,88097.2,86898.6,88800,87123.8,88648,88696.2,92502.2,99456.6,112679.8,131403.4,145396.2,157494.4,163398,169739.4,177617.4,194116.4,202244.75
"Algeria",4,"Quinces",523,"ag_Prod_t",51,"dza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.6,981.4,1395.8,1776.2,2174.6,2160.4,2122.4,2322.2,2832.8,3718.8,5053.6,5936.8,6775.6,8098.6,9226.2,10128,10973.75
"Algeria",4,"Rapeseed",270,"ag_Prod_t",51,"dza",0,0,0,0,0,0,5000,11000,20612,29477.4,39392.6,45944.4,53164,58092,66368.8,71879.6,78406.8,79187.2,76647.2,67505,59079,47000,37631,28786.2,23284,22284,22484,23653,26297.8,29200,28800,28400,28400,28400,28800,30230,31840,33850.6,37083.8,39104.75
"Algeria",4,"Rice, paddy",27,"ag_Prod_t",51,"dza",3022,2183.8,2070.6,2012.8,1851,1419.8,1115.8,1035.8,1020,978.2,1160,1200,1200,1208,1228,1284,1340,1408,1460,1462.2,1448,1473,1490.6,1523.4,1321.2,1089.4,831.4,569.4,293,299.6,315.2,321.6,325.6,343.8,353.4,366.6,349.8,323.8,304,284.75
"Algeria",4,"Seed cotton",328,"ag_Prod_t",51,"dza",1599.6,1275,1335.6,1232.4,876.4,503.4,359,182.4,69.4,68.4,60.6,60.8,61,61,61,61,61,60.8,59.4,60.4,61.2,61,58.2,59,60.2,59.6,59.6,61.8,63.2,60,57.6,58.2,59.8,56.2,54.6,52.4,47.8,47.2,51.8,52.75
"Algeria",4,"Sorghum",83,"ag_Prod_t",51,"dza",2171,1753,1822.6,1914,2014,1672.4,1729.4,1438.6,1131.8,965,875.2,861.6,825.6,817.2,687.6,719.8,582.6,593.4,616.4,578.4,381.4,239.8,154.6,103.4,63.4,53.2,64,223.2,322.4,434,545.6,704.6,785.6,1170.4,1515.8,1602,1510,1332.4,900,523.75
"Algeria",4,"Stone fruit, nes",541,"ag_Prod_t",51,"dza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,5000,8343.6,11043.6,13243.6,13243.6,12131.8,11107.2,10031.6,9629,9579.4,9651.6,8602.6,8441.2,8103.8,7832.8,7778.2,8115.8,8577.8,9316.6,10237.2,10931.4,11654.75
"Algeria",4,"Strawberries",544,"ag_Prod_t",51,"dza",4.2,4,3.8,2.8,1.8,0.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
